報告書_id,文_id,動詞_id,名詞,助詞,動詞
113002696,5,10,高い濃度,で,検出する
113002696,6,6,一般,に,上げる
113002696,6,6,耐熱性,を,上げる
113002696,6,8,目的,で,添加する
113002696,6,10,アンチモン,は,多い
113002696,6,10,事,が,多い
113002696,6,15,樹脂のシール,に,使用する
113002696,6,19,アルミ合金の添加剤,として,使用する
113002696,6,21,こと,が,ある
113002696,7,2,提供して頂いた図面,を,検討する
113002696,7,5,これらの金属,を,使用する
113002696,7,7,箇所,を,特定する
113002696,7,9,こと,が,する
113002696,8,4,軸受のシール材,に,使用する
113002696,8,6,可能性,として,考える
113002696,8,6,可能性,も,考える
113002696,8,10,部分の摩耗,も,ある
113002696,8,15,シール部の目視点検,を,推奨する
113002696,9,6,レベル,と,高い
113002696,10,3,潤滑部の摩耗,が,認める
113002696,10,7,定期的,に,実施する
113002696,10,7,潤滑油分析,を,実施する
113002696,10,9,摩耗推移,を,監視する
113002696,10,11,こと,が,有用
113002696,10,12,有用,と,考える
113002696,13,3,フレーキングの発生,が,懸念する
113002696,15,5,高い摩擦熱,が,発生する
113002696,15,7,発生していたこと,を,示す
113002696,16,4,摩擦面,が,進展する
113002696,16,4,将来的,に,進展する
113002696,16,4,異常摩耗,へ,進展する
113002696,16,6,可能性,を,示唆する
113002696,16,9,傾向監視,が,有用
113002696,16,10,黒錆,は,思う
113002696,16,10,有用,と,思う
113002696,17,2,別紙傾向監視,が,必要
113002696,17,4,詳細,は,くださる
113002696,17,4,必要な摩耗粒子,を,くださる
113002696,18,1,水分,は,良好
113002696,19,2,計数汚染度計数汚染度,は,上回る
113002696,19,2,NAS級,を,上回る
113002696,19,5,当社推奨の管理限界値,を,超える
113002696,20,2,~μmサイズの粒子数,が,多い
113002696,20,5,多いこと,から,添加する
113002696,20,5,潤滑油,に,添加する
113002696,20,10,モリブデンの影響,で,なる
113002696,20,10,高い値,と,なる
113002696,20,12,可能性,が,考える
113002696,20,17,汚染度の増加傾向,を,監視する
113002696,20,19,こと,が,有効
113002696,21,7,酸価、IRのデータ,は,良好
113002698,0,2,汚染度,が,高い
113002698,1,2,~μmサイズの粒子数,が,多い
113002698,1,5,多いこと,から,添加する
113002698,1,5,潤滑油,に,添加する
113002698,1,10,モリブデンの影響,で,なる
113002698,1,10,高い値,と,なる
113002698,1,12,可能性,が,考える
113002698,1,17,汚染度の増加傾向,を,監視する
113002698,1,19,こと,が,有効
113002698,2,3,減速機減速機,は,ある
113002698,2,3,継続使用可能な状態,に,ある
113002698,3,3,今後の摩耗推移,を,確認する
113002698,3,6,ため,に,継続する
113002698,3,6,傾向監視,を,継続する
113002698,3,8,こと,が,有効
113002698,4,5,疲労摩耗の推移,を,監視する
113002698,4,9,定期的な分析実施,を,推奨する
113002698,5,5,異常摩耗の早期発見のパラメータであるIs値,は,正常
113002698,5,5,レベル,と,正常
113002698,6,3,潤滑部の摩耗,が,認める
113002698,6,7,定期的,に,実施する
113002698,6,7,潤滑油分析,を,実施する
113002698,6,9,摩耗推移,を,監視する
113002698,6,11,こと,が,有用
113002698,6,12,有用,と,考える
113002698,10,4,フレーキングやスポーリングの発生,が,懸念する
113002698,11,4,摩擦面,が,進展する
113002698,11,4,将来的,に,進展する
113002698,11,4,異常摩耗,へ,進展する
113002698,11,6,可能性,を,示唆する
113002698,11,9,傾向監視,が,有用
113002698,11,10,切削粒子,は,思う
113002698,11,10,有用,と,思う
113002698,12,2,別紙傾向監視,が,必要
113002698,12,4,詳細,は,くださる
113002698,12,4,必要な摩耗粒子,を,くださる
113002698,13,1,歯車,の,いただく
113002698,13,8,平歯車の組み合わせの段変速機構であること,が,分かる
113002698,14,6,接触点,は,なる
113002698,14,6,合計,で,なる
113002698,14,6,箇所,と,なる
113002698,15,3,ギヤのバックラッシの増加量,を,求める
113002698,16,5,接触点,で,発生する
113002698,16,5,平均的,に,発生する
113002698,16,5,摩耗,が,発生する
113002698,16,13,バックラッシの増加量,は,推定する
113002698,16,13,分解点検,から,推定する
113002698,16,13,時間,で,推定する
113002698,16,13,m,と,推定する
113002698,17,5,歯車の情報,から,推定する
113002698,17,5,m,と,推定する
113002698,17,8,値,に,比較する
113002698,17,10,十分,に,小さい
113002698,18,1,ウォームギヤ,の,いただく
113002698,18,7,ウォームホイール歯面,の,深い
113002698,18,9,油量とウォームホイールの仕様,から,計算する
113002698,18,9,平均的なさ,を,計算する
113002698,18,9,濃度,から,計算する
113002698,18,14,分解点検,から,推定する
113002698,18,14,時間,で,推定する
113002698,18,14,m,と,推定する
113002698,19,8,ウォームホイールの枚の歯面のピッチ円周,に,摩耗する
113002698,19,8,mm幅,で,摩耗する
113002698,19,8,均等,に,摩耗する
113002698,19,10,摩耗したこと,を,想定する
113002698,19,11,値,は,求める
113002698,19,18,ギヤのバックラッシの増量,を,示す
113002698,19,20,こと,と,なる
113002698,19,22,メーカ,が,規定する
113002698,19,24,バックラッシ許容値,と,照合する
113002698,19,28,こと,で,検討する
113002698,19,28,ウォーム減速機のメンテナンス時期,を,検討する
113002698,19,30,さ,は,する
113002698,19,30,材料,に,する
113002698,20,1,水分,は,良好
113002698,21,4,計数汚染度計数汚染度,は,到達する
113002698,21,4,NAS級と当社推奨の管理限界値,に,到達する
113002698,22,2,~μmサイズの粒子数,が,多い
113002698,22,5,多いこと,から,添加する
113002698,22,5,潤滑油,に,添加する
113002698,22,10,モリブデンの影響,で,なる
113002698,22,10,高い値,と,なる
113002698,22,12,可能性,が,考える
113002698,22,17,汚染度の増加傾向,を,監視する
113002698,22,19,こと,が,有効
113002698,23,7,酸価、IRのデータ,は,良好
113002926,0,3,潤滑油,は,ある
113002926,0,3,継続使用可能な状態,に,ある
113002926,1,3,増速機増速機,は,ある
113002926,1,3,継続使用可能な状態,に,ある
113002926,2,5,異常摩耗の早期発見のパラメータであるIs値,は,正常
113002926,2,5,レベル,と,正常
113002926,3,3,異常摩耗の兆候,を,示す
113002926,3,6,摩耗粒子,が,観察する
113002926,3,6,顕著,に,観察する
113002926,3,8,観察されなかったこと,から,良好
113002926,3,9,良好,と,判断する
113002926,4,3,疲労摩耗粒子,が,観察する
113002926,4,6,設備,は,稼動する
113002926,4,10,稼動していないこと,から,残存する
113002926,4,10,更油前の油,が,残存する
113002926,4,12,油中,に,含む
113002926,4,14,含まれていた疲労摩耗粒子,が,観察する
113002926,4,16,観察された可能性,が,考える
113002926,5,7,基,に,計算する
113002926,5,7,バックラッシの増加量,を,計算する
113002926,6,4,平均的,に,発生する
113002926,6,4,摩耗,が,発生する
113002926,6,11,バックラッシの増加量,は,推定する
113002926,6,11,以下の通り,と,推定する
113002926,7,5,約.バックラッシの初期値,が,不明
113002926,7,14,増加量の上限値,を,する
113002926,7,14,最小値の差,と,する
113002926,8,1,今回,の,推定する
113002926,8,4,上限値,に,比較する
113002926,8,6,十分,に,小さい
113002926,9,4,設備,に,つく
113002926,9,4,μmサイズのインラインフィルタ,が,つく
113002926,9,8,μm以上の摩耗粒子,が,補足する
113002926,9,8,フィルタ,に,補足する
113002926,9,11,補足されてサンプリングできていない可能性,が,ある
113002926,9,18,濃度の偏析,が,ある
113002926,9,20,部分,を,サンプリングする
113002926,9,22,可能性,が,ある
113002926,9,26,こと,から,考える
113002926,9,26,計算結果,は,考える
113002926,9,26,参考値,として,考える
113002926,10,3,水分,が,比較する
113002926,10,3,ppmと油値ppm,に,比較する
113002926,11,6,水分,を,吸収する
113002926,11,8,使用油であるAlphasynPG,は,ある
113002926,11,8,吸収しやすい特性,が,ある
113002926,12,4,分析結果SOAP-T添加剤成分であるリン,が,混入する
113002926,12,4,ppm、外部,から,混入する
113002926,12,7,モリブデン,が,ppm検出する
113002926,13,7,SOAP-TFE,が,混入する
113002926,13,7,錫,が,混入する
113002926,13,7,亜鉛,が,混入する
113002926,13,7,添加剤成分であるリン,が,混入する
113002926,13,7,ppm、外部,から,混入する
113002926,13,11,アルミニウム,が,検出する
113002926,13,11,ナトリウム,が,検出する
113002926,14,5,レベル,と,良好
113002926,14,7,フェログラフィー異常摩耗の早期発見パラメータであるフェログラフィーのIs値,が,ある
113002926,14,7,レベルと良好の範囲,に,ある
113002926,15,6,mm/sと油値mm/s,に,比較する
113002926,15,14,当社推奨の管理限界値である±％以内,に,ある
113002926,15,16,粘度,は,判断する
113002926,15,16,+％,で,判断する
113002926,15,16,良好,と,判断する
113002926,17,3,ppmと油,に,比較する
113002926,18,3,.mgKOH/gと油値.mgKOH/g,に,比較する
113002926,18,11,IRの結果,で,示す
113002926,18,11,油劣化の兆候,を,示す
113002926,18,14,カルボン酸の吸収,が,確認する
113002926,18,17,酸価,は,判断する
113002926,18,17,確認されていないこと,から,判断する
113002926,18,17,良好,と,判断する
