,,Similarity
砂 フィルタ残渣 ある,砂 フィルタ残渣 検出する,0.974257269311
鉄錆 フィルタ残渣 ある,鉄錆 燃焼時 フィルタ残渣 発生する,0.974257269311
鉄錆 フィルタ残渣 検出する,鉄錆 燃焼時 フィルタ残渣 発生する,0.974257269311
鉄錆 フィルタ残渣 検出する,鉄錆 金属片 フィルタ残渣 発生する,0.974257269311
鉄錆 フィルタ残渣 ある,鉄錆 フィルタ残渣 検出する,0.974257269311
シリンダ内面 メッキする,シリンダ内面 する,0.974213551606
ISOVG規格外 ある,ISOVG規格外 水分 増加する,0.974213551606
摩耗粒子異物の込み 発生する,摩耗粒子異物の込み XMA 検出する,0.974208041127
燃焼ガス メタルの主成分である錫 通過する,メタルの主成分である錫 発生する,0.974118450982
メタルの主成分である錫 検出する,バリウム メタルの主成分である錫 増加する,0.974118450982
メタルの主成分である錫 検出する,メタルの主成分である錫 発生する,0.974118450982
メタルの主成分である錫 濃度 検出する,メタルの主成分である錫 発生する,0.974118450982
メタルの主成分である錫 検出する,起動開度 メタルの主成分である錫 増加する,0.974118450982
メタルの主成分である錫 検出する,摩耗 メタルの主成分である錫 進行する,0.974118450982
メタルの主成分である錫 増加する,メタルの主成分である錫 発生する,0.974118450982
起動開度 メタルの主成分である錫 増加する,メタルの主成分である錫 発生する,0.974118450982
バリウム メタルの主成分である錫 増加する,メタルの主成分である錫 発生する,0.974118450982
摩耗 メタルの主成分である錫 進行する,メタルの主成分である錫 発生する,0.974118450982
メタルの主成分である錫 検出する,燃焼ガス メタルの主成分である錫 通過する,0.974118450982
メタルの摩耗メタルの主成分である錫 検出する,メタルの主成分である錫 発生する,0.974118450982
設備の条件 ある,粘度変化率 設備の条件 なる,0.974072622894
設備の条件 ある,油 設備の条件 適正,0.974072622894
機械部品 計数汚染度計数汚染度 NAS級 汚染する,機械部品 NAS級 計数汚染度計数汚染度 ある,0.97388196009
機器内部 循環する,機器内部 発生する,0.973605268389
金属表面の腐食の原因 なる,金属表面の腐食 発生する,0.973584998899
金属表面の腐食 懸念する,金属表面の腐食 発生する,0.973584998899
異物 マイルド摩耗粒子 噛む,マイルド摩耗粒子 発生する,0.973323469469
マイルド摩耗粒子 検出する,マイルド摩耗粒子 カルシウム 厳しい,0.973323469469
マイルド摩耗粒子 カルシウム 厳しい,マイルド摩耗粒子 発生する,0.973323469469
マイルド摩耗粒子 検出する,異物 マイルド摩耗粒子 噛む,0.973323469469
マイルド摩耗粒子 厳しい,マイルド摩耗粒子 発生する,0.973323469469
マイルド摩耗粒子 検出する,マイルド摩耗粒子 発生する,0.973323469469
疲労摩耗粒子 摩耗粒子の形態観察 混入する,疲労摩耗粒子 摩耗粒子の形態観察 検出する,0.973286387063
十分清浄 更油 十分清浄 する,十分清浄 更油 構造 ある,0.972977084861
ppm アンチモン 検出する,ppm ppm アンチモン 鉄 混入する,0.972906425071
ヶ月後の年月 なる,ヶ月後 検出する,0.97280395915
異物 潤滑摺動部 噛む,潤滑摺動部 発生する,0.97280395915
ppm 油の添加剤成分であるカルシウム 検出する,ppm ppm 油の添加剤成分であるリン カルシウム 混入する,0.972373272944
ppm ppm カルシウム 油の添加剤成分であるリン 混入する,ppm 油の添加剤成分であるカルシウム 検出する,0.972373272944
クロムメッキ 考える,クロムメッキ する,0.972318675379
摩耗粒子等の固形異物 摩耗 ある,摩耗粒子等の固形異物 厳しい状態 ある,0.972251426043
軸受メタルの主成分である錫 油中の夾雑物 高い,油中の夾雑物 濃度 軸受メタルの主成分である錫 出る,0.972217366092
金属表面 油 油中の酸成分の影響 腐食する,金属表面 更油潤滑油 油中の酸成分の影響 腐食する,0.972185841934
金属表面 油 油中の酸成分の影響 腐食する,金属表面 更油油 油中の酸成分の影響 腐食する,0.972185841934
金属表面 マグネシウム 油中の酸成分の影響 腐食する,金属表面 油 油中の酸成分の影響 腐食する,0.972185841934
銅系シビア粒子 検出する,観察された銅系シビア粒子 懸念する,0.972143337891
銅系シビア粒子 厳しい,銅系シビア粒子 検出する,0.972143337891
銅系シビア粒子 高い,銅系シビア粒子 検出する,0.972143337891
形状 検出する,特徴的な形状 なる,0.972089988097
形状 検出する,特徴的な形状 考える,0.972089988097
色相のデータ 色相 ある,色相のデータ 添加剤 含む,0.971703332076
軸受内部 入り込む,軸受内部 発生する,0.971441058175
油膜切れ 光学顕微鏡 検出する,油膜切れ 光学顕微鏡 発生する,0.971401944502
現状の潤滑状態 ある,摩耗 現状の潤滑状態 進行する,0.971241041643
劣化物 検出する,劣化物 潤滑油 ある,0.971241041643
劣化物 検出する,劣化物 軸受 ある,0.971241041643
劣化物 検出する,劣化物 熱分解 生成する,0.971241041643
フィルタ表面の異物観察 外部混入異物の影響 考える,外部混入異物 フィルタ表面の異物観察 検出する,0.971072573736
号の潤滑油 汚染する,摩耗 号の潤滑油 進行する,0.970955737489
ppm 亜鉛 銅 混入する,ppm 銅 亜鉛 検出する,0.970895882941
μmサイズの粒子 観察され 検出する,観察されたμmサイズのシビア粒子 懸念する,0.970835033002
軸受メタルの成分である錫 検出する,軸受メタルの摩耗 軸受メタルの成分である錫 進行する,0.970835033002
ご提供頂いた油コスモタービンスーパー バリウム 検出する,ご提供頂いた油コスモタービンスーパー 考える,0.970706114092
使用油であるコスモタービンスーパー バリウム 含む,使用油 バリウム 検出する,0.970581062311
軸受温度 フリクションポリマ 上昇する,軸受温度の上昇 検出する,0.970464251592
メタル成分 検出する,カルシウム メタル成分 高い,0.970308524131
メタル成分 検出する,起動停止回数 メタル成分 多い,0.970308524131
砂 フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 砂 ある,0.970164511749
フィルタ表面の異物観察 鉄錆 ある,黒錆 鉄錆 フィルタ表面の異物観察 検出する,0.970164511749
鉄錆 ・フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 鉄錆 ある,0.970164511749
砂 ・フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 砂 ある,0.970164511749
表面 フィルタ表面の異物観察 検出する,表面 茶褐色 フィルタ表面の異物観察 なる,0.970164511749
鉄錆 フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 鉄錆 ある,0.970164511749
ppm 錫 銅 混入する,ppm 錫 銅 検出する,0.969976517783
ppm ppm 銅 鉛 混入する,ppm 銅 鉛 検出する,0.969976517783
ppm ppm 亜鉛 錫 混入する,ppm 錫 亜鉛 検出する,0.969976517783
ppm ppm 銅 鉛 混入する,ppm 鉛 銅 検出する,0.969976517783
ppm ppm 錫 亜鉛 混入する,ppm 錫 亜鉛 検出する,0.969976517783
ppm 銅 錫 混入する,ppm 錫 銅 検出する,0.969976517783
ppm ppm 銅 錫 混入する,ppm 錫 銅 検出する,0.969976517783
ppm 銅 鉛 加える,ppm 銅 鉛 検出する,0.969976517783
ppm 外部 亜鉛 鉛 混入する,ppm 鉛 亜鉛 検出する,0.969976517783
ppm 外部 銅 錫 混入する,ppm 錫 銅 検出する,0.969976517783
ppm 銅 鉛 加える,ppm 鉛 銅 検出する,0.969976517783
ppm 外部 鉛 銅 混入する,ppm 銅 鉛 検出する,0.969976517783
ppm 外部 亜鉛 錫 混入する,ppm 錫 亜鉛 検出する,0.969976517783
ppm 銅 鉛 混入する,ppm 銅 鉛 検出する,0.969976517783
ppm 外部 鉛 銅 混入する,ppm 鉛 銅 検出する,0.969976517783
ppm 外部 銅 鉛 混入する,ppm 鉛 銅 検出する,0.969976517783
ppm 銅 鉛 混入する,ppm 鉛 銅 検出する,0.969976517783
ppm 外部 銅 鉛 混入する,ppm 銅 鉛 検出する,0.969976517783
すす 検出する,砂 すす 高める,0.969957203541
汚染度 すす 高い,すす 検出する,0.969957203541
すす 検出する,鉄錆 すす 高める,0.969957203541
すす 検出する,摩耗粒子 すす 上昇する,0.969957203541
すす 検出する,汚染度 すす 上昇する,0.969957203541
すす 検出する,重量汚染度 すす 高める,0.969957203541
水分 処置領域 ある,油膜形成 処置領域 水分 する,0.96993779236
更油当該機の油中 カルシウム化合物 更油 高い濃度 進行する,更油当該機の油中 摩耗 更油 高い濃度 進行する,0.9698777595
シリンダ内面 メッキする,メッキ 摩耗する,0.969799125515
メッキ 深い,メッキ 摩耗する,0.969799125515
メッキ 剥がれる,メッキ 摩耗する,0.969799125515
エンジンオイル中 検出する,エンジンオイル中 燃焼ガス中 含む,0.969799125515
当社推奨の管理限界値のNAS級 計数汚染度計数汚染度 上昇する,当社推奨の管理限界値 NAS級 計数汚染度計数汚染度 ある,0.969696969697
使用した箇所 亜鉛系添加剤の影響 溶出する,使用した箇所の溶出 発生する,0.96966701577
白色の樹脂 高い,外部混入異物 白色の樹脂 ある,0.96959931464
白色の樹脂 高い,残留し 白色の樹脂 採取する,0.96959931464
μmサイズのシビア粒子 検出する,観察されたμmサイズのシビア粒子 懸念する,0.969351066185
増速機 ある,潤滑油 増速機 含む,0.969166183277
.ppm ppm 錫 鉛 混入する,ppm 錫 鉛 検出する,0.968997174642
ppm 外部 錫 鉛 混入する,ppm 錫 鉛 検出する,0.968997174642
.ppm ppm 鉛 錫 混入する,ppm 錫 鉛 検出する,0.968997174642
ppm ppm 錫 鉛 混入する,ppm 錫 鉛 検出する,0.968997174642
ppm 外部 鉛 錫 混入する,ppm 錫 鉛 検出する,0.968997174642
.、浄油後 いずれ 同等,.、浄油後 油 同等,0.968894303487
異物の切削作用 発生する,繰返し応力 異物の切削作用 受ける,0.968846525379
異物の切削作用 発生する,外部 異物の切削作用 混入する,0.968846525379
金属表面 油劣化 油中の酸成分 腐食する,金属表面 油 油中の酸成分 腐食する,0.968703948658
金属表面 マグネシウム 油中の酸成分の影響 腐食する,金属表面 油 油中の酸成分 腐食する,0.968703948658
金属表面 油中の酸成分の影響 腐食する,金属表面 油 油中の酸成分 腐食する,0.968703948658
金属表面 粘性抵抗 油中の酸成分 腐食する,金属表面 油 油中の酸成分 腐食する,0.968703948658
切削摩耗 減速機 発生する,切削摩耗 減速機 切削摩耗の発生原因 なる,0.968609707041
第三層のケルメット層 摩耗する,ケルメット層の摩耗 発生する,0.968513158175
D-SOAPの錫 検出する,摩耗 D-SOAPの錫 進行する,0.968182577286
減速機減速機 ある,応力 減速機減速機 受ける,0.968152512642
焼付 銅 起こす,焼付 発生する,0.968152512642
混合潤滑状態 ある,軸受摺動面 軸受摺動面 混合潤滑状態 呼ぶ,0.968152512642
緩み 発生する,継手部 緩み はずれる,0.968030100232
油の添加剤成分であるバリウム 検出する,外部 油の添加剤成分であるバリウム バリウム 混入する,0.967970409519
油の添加剤成分であるバリウム 検出する,油の添加剤成分であるバリウム 鉄 増加する,0.967970409519
油の添加剤成分であるバリウム 検出する,油の添加剤成分であるバリウム 銅 増加する,0.967970409519
油の添加剤成分であるバリウム 検出する,汚染度 油の添加剤成分であるバリウム 高い,0.967970409519
油の添加剤成分であるバリウム 検出する,粘着性 油の添加剤成分であるバリウム ある,0.967970409519
油の添加剤成分であるバリウム 検出する,カルシウム 油の添加剤成分であるバリウム 増加する,0.967970409519
油の添加剤成分であるバリウム 検出する,外部 油の添加剤成分であるバリウム 混入する,0.967970409519
シリンダライナ 検出する,シリンダライナ 摩耗 摩耗する,0.967872028731
気密性 シリンダライナ 保つ,シリンダライナ 摩耗する,0.967872028731
気密性 シリンダライナ 保つ,シリンダライナ 検出する,0.967872028731
気密性 シリンダライナ 保つ,シリンダライナ 摩耗 摩耗する,0.967872028731
シリンダライナ 粒子 発生する,シリンダライナ 摩耗する,0.967872028731
シリンダライナ 粒子 発生する,シリンダライナ 検出する,0.967872028731
シリンダライナ 摩耗する,シリンダライナ 検出する,0.967872028731
フレッティング粒子 発生する,フレッティング粒子 スラスト軸受 検出する,0.967872028731
フレッティング粒子 発生する,フレッティング粒子 検出する,0.967872028731
シリンダライナ 粒子 発生する,シリンダライナ 摩耗 摩耗する,0.967872028731
フレッティング粒子の発生箇所 発生する,フレッティング粒子 検出する,0.967872028731
濾過油中の汚染度 試料油 高い,濾過油中の汚染度 ある,0.96783971088
濾過油中の汚染度 潤滑油 高い,濾過油中の汚染度 ある,0.96783971088
濾過油中の汚染度 茶褐色 高い,濾過油中の汚染度 ある,0.96783971088
汚染粒子数 NAS級 汚染する,樹脂 汚染粒子数 NAS級 ある,0.96783971088
濾過油中の汚染度 酸化防止剤 高い,濾過油中の汚染度 ある,0.96783971088
濾過油中の汚染度 減速機 高い,濾過油中の汚染度 ある,0.96783971088
濾過油中の汚染度 高い,濾過油中の汚染度 ある,0.96783971088
濾過油中の汚染度 電流 高い,濾過油中の汚染度 ある,0.96783971088
汚染粒子数 NAS級 汚染する,汚染粒子数 NAS級 ある,0.96783971088
混合潤滑 厳しい潤滑状態 混在する,混合潤滑 潤滑状態 ある,0.967774346758
μm以下のサブミクロンオーダーの摩耗粒子 検出する,μm以下の摩耗粒子 発生する,0.967741935484
軸受寿命の指標 異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 鉄 軸受寿命の指標 する,0.967725597547
軸受寿命の指標 異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,異物 異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 軸受寿命の指標 する,0.967725597547
銅 潤滑系統内 溶出する,銅の溶出 発生する,0.967707989691
ppm ppm 亜鉛 油の添加剤成分であるリン 混入する,亜鉛が 油の添加剤成分であるリン 検出する,0.967647088953
亜鉛が 油の添加剤成分であるリン 検出する,外部 亜鉛 油の添加剤成分であるリン 混入する,0.967647088953
ppm ppm 油の添加剤成分であるリン 亜鉛 混入する,亜鉛が 油の添加剤成分であるリン 検出する,0.967647088953
亜鉛 油の添加剤成分であるリン 混入する,亜鉛が 油の添加剤成分であるリン 検出する,0.967647088953
油漏れ 進行する,油漏れ 発生する,0.967640612735
軸受支持部 発生する,スラスト軸受の軸受支持部 考える,0.967502686048
軸受支持部 発生する,軸受支持部 格回転数 運転する,0.967502686048
潤滑状態の健全性 表現する,潤滑状態の健全性 健全な潤滑状態 ある,0.967454325601
冷媒ガス 酸化安定度 混入する,酸化安定度 ある,0.967412971607
冷媒ガス 酸化安定度 溶け込む,酸化安定度 ある,0.967412971607
フレッティング摩耗 軸受 発生する,フレッティング摩耗 検出する,0.967360329028
フレッティング摩耗 進行する,フレッティング摩耗 検出する,0.967360329028
フレッティング摩耗 進行する,フレッティング摩耗 発生する,0.967360329028
フレッティング摩耗 赤錆 進行する,フレッティング摩耗 検出する,0.967360329028
フレッティング摩耗 赤錆 進行する,フレッティング摩耗 発生する,0.967360329028
フレッティング摩耗 検出する,フレッティング摩耗の影響 考える,0.967360329028
フレッティング摩耗の進行 懸念する,フレッティング摩耗 検出する,0.967360329028
フレッティング摩耗 発生する,フレッティング摩耗の影響 考える,0.967360329028
フレッティング摩耗 発生する,フレッティング摩耗 検出する,0.967360329028
フレッティング摩耗 発生する,フレッティング摩耗の進行 懸念する,0.967360329028
騒音の原因 なる,騒音 発生する,0.96713791771
亀裂 発生する,継手部 亀裂 外れる,0.966983310345
亀裂 発生する,摩耗 亀裂 進行する,0.966983310345
亀裂 発生する,表面層の亀裂 進行する,0.966983310345
凝着摩耗 摩擦熱 潤滑部 混在する,凝着摩耗 潤滑部 発生する,0.966741106902
軸受摺動部 接触する,軸受摺動部 発生する,0.966741106902
軸受摺動部 発生する,軸受摺動部の油膜 破断する,0.966741106902
結論軸受 ある,結論軸受の摩耗 発生する,0.966741106902
汚染度 フィルタ残渣 高い,フィルタ残渣 検出する,0.96616844676
砂 フィルタ残渣 ある,フィルタ残渣 検出する,0.96616844676
鉄錆 フィルタ残渣 ある,フィルタ残渣 検出する,0.96616844676
樹脂 フィルタ残渣 ある,フィルタ残渣 検出する,0.96616844676
計数汚染度 フィルタ残渣 高い,フィルタ残渣 検出する,0.96616844676
汚染粒子数 フィルタ残渣 高い,フィルタ残渣 検出する,0.96616844676
異常摩耗の早期発見パラメータであるフェログラフィーのIs値 軸受寿命の指標 高い,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 軸受寿命の指標 する,0.965985636396
軸受軌道面の油膜切れの原因 なる,油膜切れ 軸受軌道面 発生する,0.965928277198
添加剤成分であるバリウム 検出する,油の添加剤成分であるバリウム 増加する,0.965778188289
いずれ mm/s 小さい,mm/s ある,0.965408839474
mm/s 変化 小さい,mm/s ある,0.965408839474
汚染度物重量 汚染 上昇する,汚染 汚染度物重量 ある,0.965243714184
外部混入異物の汚染物 スラッジ 除去する,外部混入異物 スラッジ ある,0.965068629084
汚染物 当該機の油中 煤 使う,水分 当該機の油中 煤 使う,0.964665097039
カルシウム化合物 発生する,カルシウム化合物 濃度 検出する,0.964640216135
カルシウム化合物 高い,カルシウム化合物 発生する,0.964640216135
埋め込まれたカルシウム化合物 摩耗する,カルシウム化合物 発生する,0.964640216135
化合物 カルシウム化合物 進行する,カルシウム化合物 発生する,0.964640216135
埋め込まれたカルシウム化合物 摩耗する,カルシウム化合物 検出する,0.964640216135
カルシウム化合物 計数汚染度 汚染する,カルシウム化合物 発生する,0.964640216135
化合物 カルシウム化合物 ある,カルシウム化合物 検出する,0.964640216135
カルシウム化合物 カルシウム 高い,カルシウム化合物 発生する,0.964640216135
カルシウム化合物 検出する,カルシウム化合物 計数汚染度 汚染する,0.964640216135
カルシウム化合物 検出する,生成したカルシウム化合物 発生する,0.964640216135
カルシウム化合物 銅 高い,カルシウム化合物 発生する,0.964640216135
ポンプ 音 起動する,音 発生する,0.964640216135
カルシウム化合物 検出する,化合物 カルシウム化合物 進行する,0.964640216135
音 発生する,異音 なる,0.964640216135
カルシウム化合物 検出する,カルシウム化合物 カルシウム 高い,0.964640216135
カルシウム化合物 SOAP-T 高い,カルシウム化合物 検出する,0.964640216135
カルシウム化合物 検出する,カルシウム化合物 これ ある,0.964640216135
カルシウム化合物 検出する,カルシウム化合物 銅 高い,0.964640216135
カルシウム化合物 これ ある,カルシウム化合物 発生する,0.964640216135
カルシウム化合物 検出する,カルシウム化合物 発生する,0.964640216135
カルシウム化合物 SOAP-T 高い,カルシウム化合物 発生する,0.964640216135
化合物 カルシウム化合物 ある,カルシウム化合物 発生する,0.964640216135
油膜切れ 軸受摺動面 発生する,油膜切れ 軸受摺動面 鉛 引き起こす,0.964575963267
ニッケル NAS級 到達する,NAS級 ニッケル ある,0.964575963267
油膜切れ 軸受摺動面 発生する,油膜切れ 軸受摺動面 鉄 引き起こす,0.964575963267
濃度 SOAP-T 高い,濃度 SOAP-T 検出する,0.964510897036
濃度 SOAP-T 検出する,SOAP-Tの濃度 水分 高い,0.964510897036
ppm 外部 鉄 銅 混入する,ppm 銅 鉄 検出する,0.964310633123
ホール 発生する,ホール 配管 振動する,0.964310633123
ppm ppm 鉄 銅 混入する,ppm 銅 鉄 検出する,0.964310633123
ppm ppm 銅 鉄 混入する,ppm 銅 鉄 検出する,0.964310633123
ppm 外部 銅 鉄 混入する,ppm 銅 鉄 検出する,0.964310633123
摩耗粒子の形態観察 良好の範囲 異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗 ある,摩耗粒子の形態観察 良好の範囲 ないこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗 ある,0.964264919267
微小な疲労摩耗粒子 厳しい,微小な疲労摩耗粒子 発生する,0.964130556743
微小な疲労摩耗粒子 発生する,微小な疲労摩耗粒子 検出する,0.964130556743
微小な疲労摩耗粒子 厳しい,微小な疲労摩耗粒子 検出する,0.964130556743
外部混入異物 軸受軌道面 噛む,外部混入異物 軸受軌道面 ある,0.96388548989
メタル表面 摩耗する,メタル表面 鏡面状態 なる,0.96388548989
シビア粒子 摩耗粒子の形態観察 発生する,シビア粒子 摩耗粒子の形態観察 検出する,0.963872440822
清浄な状態 出口側の汚染度 保持する,清浄 出口側の汚染度 なる,0.963837373888
動体とのギャップ 軸受寿命の指標 大きい,動体とのギャップ 摩耗 大きい,0.963825249274
スラッジの増加 異物 ある,増加し スラッジ 発生する,0.963735826058
クランクメタルの摩耗 コンロッドメタル 混入した燃焼ガス 進行する,クランクメタルの摩耗 コンロッドメタル 油 進行する,0.963433391398
クランクメタルの摩耗 コンロッドメタル カルシウム化合物 進行する,クランクメタルの摩耗 コンロッドメタル 油 進行する,0.963433391398
外部 バリウム 錫 混入する,錫 バリウム 検出する,0.963342332396
不良領域 ある,NAS級 不良領域 上昇する,0.963253027073
不良領域 ある,汚染度 不良領域 増加する,0.963253027073
不良領域 ある,NAS級 不良領域 増加する,0.963253027073
不良領域 ある,汚染度 不良領域 上昇する,0.963253027073
摩耗 ピストンリング 発生する,ピストンリングの摩耗のパラメータ なる,0.9632049605
銅 軸受の保持器 考える,保持器 軸受 摩耗する,0.963091796957
ppm ppm 鉄 鉛 混入する,ppm 鉛 鉄 検出する,0.962918207142
ppm 鉄 錫 混入する,ppm 錫 鉄 検出する,0.962918207142
ppm 外部 鉄 鉛 混入する,ppm 鉛 鉄 検出する,0.962918207142
ppm 外部 錫 鉄 混入する,ppm 錫 鉄 検出する,0.962918207142
.ppm ppm 鉛 鉄 混入する,ppm 鉛 鉄 検出する,0.962918207142
ppm ppm 錫 鉄 混入する,ppm 錫 鉄 検出する,0.962918207142
.ppm ppm 鉄 錫 混入する,ppm 錫 鉄 検出する,0.962918207142
.ppm ppm 錫 鉄 混入する,ppm 錫 鉄 検出する,0.962918207142
ppm 外部 鉄 錫 混入する,ppm 錫 鉄 検出する,0.962918207142
ppm ppm 鉛 鉄 混入する,ppm 鉛 鉄 検出する,0.962918207142
ppm 錫 鉄 混入する,ppm 錫 鉄 検出する,0.962918207142
ppm 外部 鉛 鉄 混入する,ppm 鉛 鉄 検出する,0.962918207142
ppm ppm 鉄 錫 混入する,ppm 錫 鉄 検出する,0.962918207142
油の添加剤成分であるリン 濃度 検出する,摩耗防止剤などの濃度 油の添加剤成分であるリン 高い,0.962837877591
油中粒子などの固形物 濃度 潤滑油 出る,油中粒子などの固形物 濃度 潤滑 出る,0.962716805688
生じた軌道面の損傷 起点 なる,軸受 生じた軌道面の損傷 起点 発生する,0.962466147995
錫 主成分 する,メタルの主成分である錫 発生する,0.962459029302
メタルの主成分である錫 増加する,錫 主成分 する,0.962459029302
軸受メタルの主成分である錫 増加する,錫 主成分 する,0.962459029302
スラスト軸受の主成分である錫 検出する,錫 主成分 する,0.962459029302
錫 主成分 する,軸受メタルの主成分である錫 高い,0.962459029302
軸受メタルの主成分である錫 検出する,錫 主成分 する,0.962459029302
メタルの主成分である錫 検出する,錫 主成分 する,0.962459029302
錫 主成分 する,軸受メタル 軸受メタルの主成分である錫 粗い,0.962459029302
コンロッドメタル 錫 ある,コンロッドメタル 摩耗する,0.962362533422
コンロッドメタルのメタル部 埋め込む,コンロッドメタル 摩耗する,0.962362533422
コンロッドメタル 摩耗する,コンロッドメタル クランクメタル 進行する,0.962362533422
モリブデン 検出する,モリブデン 鉄錆 添加する,0.962164505126
モリブデン 検出する,モリブデン 粒子数 添加する,0.962164505126
濃度 クロム 把握する,クロム 濃度 検出する,0.962062869429
ホウ素 検出する,鉄 ホウ素 混入する,0.961854079408
ホウ素 検出する,マグネシウム ホウ素 混入する,0.961854079408
ホウ素 検出する,外部 ホウ素 混入する,0.961854079408
ホウ素 検出する,ホウ素 クロム 混入する,0.961854079408
ホウ素 検出する,ホウ素 銅 混入する,0.961854079408
NAS級 バリウム 上昇する,NAS級 バリウム ある,0.961526194393
SOAP-Tの鉄 増加する,鉄 SOAP-T 検出する,0.961297034617
球状粒子 SOAP-Tの鉄 増加する,鉄 SOAP-T 検出する,0.961297034617
銅 SOAP-Tの鉄 増加する,鉄 SOAP-T 検出する,0.961297034617
低い燃料油 オイル 混入する,低い燃料油 油 混入する,0.961290568986
汚染度 潤滑油の更油水分 高い,油の汚染度 更油水分 高い,0.96128237353
摺動部の摩耗 鉄錆 認める,摺動部の摩耗 発生する,0.961073895501
摺動部の摩耗 認める,摺動部の摩耗 発生する,0.961073895501
メタルの摺動面 ある,メタルの摺動面 計数汚染度 汚染する,0.961058735119
摺動面 メタル 粗い,メタルの摺動面 ある,0.961058735119
オイルリング等 使用し 考える,オイルリング等 いないこと 考える,0.96074741158
多く観察された外部混入の汚染物 摩耗粒子 厳しい,多く観察された外部混入の汚染物 摩耗 厳しい,0.960674260631
樹脂 検出する,外部 樹脂 混入する,0.960552036949
樹脂 検出する,樹脂 水分 ある,0.960552036949
添加剤 SOAP-T 反応する,添加剤の反応 発生する,0.960552036949
現象 検出する,現象 錫 ある,0.960552036949
樹脂 検出する,樹脂 注意領域 ある,0.960552036949
現象 検出する,現象 発生する,0.960552036949
樹脂 検出する,樹脂 フィルタ残渣 ある,0.960552036949
樹脂 検出する,白色の樹脂 高い,0.960552036949
添加剤 軸受の軟質金属 反応する,添加剤の反応 発生する,0.960552036949
樹脂 検出する,摩耗 樹脂 進行する,0.960552036949
樹脂 検出する,潤滑状態 樹脂 厳しい,0.960552036949
現象 発生する,現象 錫 ある,0.960552036949
添加剤 更油 反応する,添加剤の反応 発生する,0.960552036949
樹脂 検出する,樹脂 汚染度物重量 ある,0.960552036949
コンロッドメタル クランクメタル 摩耗する,コンロッドメタル クランクメタル 進行する,0.960548150736
大型の摩耗粒子の発生 進行する,発生した大型の摩耗粒子 検出する,0.960536467269
鉄系摩耗粒子 発生する,微小な鉄系摩耗粒子 検出する,0.960418545011
鉄系摩耗粒子 発生する,鉄系摩耗粒子 検出する,0.960418545011
ピストンリング 発生する,SOAP-T ピストンリング 施す,0.96028211846
ピストンリング 摩耗する,ピストンリング 燃焼ガス 通過する,0.96028211846
ピストンリング 発生する,ピストンリングの点検鉄系摩耗粒子 検出する,0.96028211846
ピストンリング 燃焼ガス 通過する,ピストンリング 摩耗 摩耗する,0.96028211846
ピストンリングの点検鉄系摩耗粒子 検出する,ピストンリング 摩耗 摩耗する,0.96028211846
SOAP-T ピストンリング 施す,ピストンリング 摩耗 摩耗する,0.96028211846
ピストンリング 発生する,ピストンリングの摩耗 進行する,0.96028211846
ピストンリング 発生する,ピストンリング 摩耗 摩耗する,0.96028211846
ピストンリング 摩耗する,SOAP-T ピストンリング 施す,0.96028211846
ピストンリング 発生する,ピストンリング 摩耗する,0.96028211846
ピストンリング 発生する,ピストンリング 燃焼ガス 通過する,0.96028211846
ピストンリング 摩耗する,ピストンリングの点検鉄系摩耗粒子 検出する,0.96028211846
保持器の摩耗 検出する,保持器の摩耗 錫 進行する,0.960150230164
保持器の摩耗 検出する,今後保持器の摩耗 保持器の摩耗 進行する,0.960150230164
外部 オイルリングの主成分である銅 混入する,オイルリングの主成分である銅 高い,0.960095698007
オイルリングの主成分である銅 濃度 検出する,オイルリングの主成分である銅 高い,0.960095698007
オイルリングの主成分である銅 検出する,オイルリングの主成分である銅 高い,0.960095698007
NAS級 計数汚染度計数汚染度 ある,油スペクトル 計数汚染度計数汚染度 NAS級 汚染する,0.96
計数汚染度計数汚染度 NAS級 汚染する,機械部品 NAS級 計数汚染度計数汚染度 ある,0.96
計数汚染度計数汚染度 NAS級 汚染する,油スペクトル NAS級 計数汚染度計数汚染度 ある,0.96
計数汚染度計数汚染度 NAS級 汚染する,NAS級 判断します計数汚染度計数汚染度 ある,0.96
NAS級 計数汚染度計数汚染度 ある,計数汚染度計数汚染度 NAS級 汚染する,0.96
NAS級 計数汚染度計数汚染度 ある,機械部品 計数汚染度計数汚染度 NAS級 汚染する,0.96
NAS級 計数汚染度計数汚染度 ある,潤滑油 計数汚染度計数汚染度 NAS級 汚染する,0.96
濃度 固形分のカルシウム 高い,析出した濃度 固形分のカルシウム 上昇する,0.959930609298
継手部 摩耗 外れる,継手部 検出された銅 外れる,0.959540694206
継手部 摩耗 外れる,継手部 高い摩擦熱 外れる,0.959540694206
