名詞クラス,名詞,co_freq
道具,切削粒子主体的,1
道具,内輪軌道面,1
道具,余寿命SOAP,1
道具,今回SOAP,1
道具,上昇原因一般的,1
道具,上昇RBOT,1
道具,ポリ缶,1
道具,ボール,1
道具,ペール缶,1
道具,ペイント,1
道具,ベアリング転動面,1
道具,ベアリング保持器,1
道具,ベアリングケース,1
道具,ブッシュ摺動面,1
道具,ビニール袋,1
道具,バルブスティック,1
道具,バイト,1
道具,ディーゼル機関フィルタ上流側オイルパン,1
道具,スラッジD-SOAP,1
道具,スラスト軸受油槽,1
道具,スラストランナー摺動面,1
道具,スラストパッド摺動面,1
道具,シビア粒子軸受摺動面,1
道具,クランク摺動面,1
道具,ギヤボックス,1
道具,アルミニウムD-SOAP,1
道具,アウターレース軌道面,1
道具,ことRBOT,1
道具,DーSOAP,1
身体,軸受摺動面,1238
身体,軸受軌道面,988
身体,高目,775
身体,ギヤ歯面,754
身体,軌道面,543
身体,摺動面,541
身体,ベアリング軌道面,404
身体,摩擦面,248
身体,歯面,228
身体,排油口,168
身体,目,153
身体,転動面,84
身体,潤滑面,74
身体,クランクメタル摺動面,54
身体,軸受箱排油口,53
身体,廃油口,47
身体,上昇角,44
身体,肉眼,40
身体,給油口,34
身体,動面,34
身体,クランクピンメタル摺動面,32
身体,潤滑摺動面,29
身体,ウォームホイール歯面,26
身体,点検口,21
身体,シリンダ摺動面,20
身体,三層目,16
身体,レン口,16
身体,面,15
身体,適時給脂,12
身体,油面,12
身体,外輪軌道面,12
身体,ドレン口,12
身体,角,11
身体,油槽排油口,11
身体,考察ベアリング軌道面,9
身体,注油口,9
身体,若干高目,8
身体,早目,8
身体,補給口,7
身体,潤滑状態ベアリング軌道面,7
身体,摩耗軸受摺動面,7
身体,採油口,7
身体,口,7
身体,メタル摺動面,7
身体,ボールネジ軌道面,7
身体,金属面,6
身体,減肉,6
身体,推定回目,6
身体,保持器摺動面,6
身体,はめあい面,6
身体,酸化膜,5
身体,軸受転動面,5
身体,弁体,5
身体,主軸摺動面,5
身体,ランナー摺動面,5
身体,サーボシリンダ摺動面,5
身体,軸受摺道面,4
身体,表面酸化膜,4
身体,眼,4
身体,潤滑油タンク給油口,4
身体,樹脂軸受摺動面,4
身体,摩擦摺動面,4
身体,局部,4
身体,ナット転動面,4
身体,サーボシンリンダ摺動面,4
身体,サーボシンリンダー摺動面,4
身体,ことベアリング軌道面,4
身体,あたり面,4
身体,軸受ケース摺動面,3
身体,接触面,3
身体,分解点検軸受摺動面,3
身体,ボール転動面,3
身体,軸受局部,2
身体,軸受下部廃油口,2
身体,転道面,2
身体,起動面,2
身体,給脂排出口,2
身体,結論ベアリング軌道面,2
身体,潤滑状態軸受軌道面,2
身体,減速機ギヤ歯面,2
身体,極圧膜,2
身体,微少剥離面,2
身体,密着面,2
身体,外部クーラー採油口,2
身体,外周面,2
身体,回転体,2
身体,各部摺動面,2
身体,原因推定潤滑面,2
身体,ボール軌道面,2
身体,ピッチ角,2
身体,スラスト軸受摺動面,2
身体,シリンダヘッド,2
身体,キン摺動面,2
身体,カムクラッチ軌道面,2
身体,軸摺動面,1
身体,軸受面,1
身体,転写面,1
身体,表層面,1
身体,皮膜,1
身体,発生粒子発生メカニズムシビア粒子軸受摺動面,1
身体,疲労摩耗粒子軌道面,1
身体,潤滑状態軸受摺動面,1
身体,潤滑状態サーボシリンダ摺動面,1
身体,潤滑状態ギヤ歯面,1
身体,潤滑油タンク上部点検口,1
身体,油補給口,1
身体,油給油口,1
身体,油槽上部給油口,1
身体,油タンク給油口,1
身体,水車軸受摺動面,1
身体,歯面摺動面,1
身体,析出軸受軌道面,1
身体,局所,1
身体,回目,1
身体,動体摺動面,1
身体,内輪軌道面,1
身体,ベアリング転動面,1
身体,ブッシュ摺動面,1
身体,スラストランナー摺動面,1
身体,スラストパッド摺動面,1
身体,シビア粒子軸受摺動面,1
身体,クランク摺動面,1
身体,オイルレベルゲージ口,1
身体,アウターレース軌道面,1
資材,軸受,5817
資材,油,5645
資材,潤滑油,5576
資材,試料油,4413
資材,更油,3534
資材,グリース,1988
資材,フィルタ,648
資材,シリコングリース,501
資材,タービン油,398
資材,ベアリング,363
資材,銅合金,355
資材,オイルリング,282
資材,部分更油,257
資材,燃焼ガス,230
資材,オフラインフィルタ,224
資材,ドレンバルブ,213
資材,ドレンプラグ,181
資材,ピストンリング,150
資材,歯車,148
資材,基油,148
資材,クロムメッキ,142
資材,使用油,140
資材,ギヤ油,118
資材,種油,116
資材,主軸,116
資材,異種グリース,114
資材,鉄系材料,111
資材,軸,109
資材,排油,98
資材,軸受潤滑油,97
資材,Iカップリング発光分光分析供試グリース,94
資材,材料,89
資材,結論軸受,88
資材,酸価添加タービン油,84
資材,樹脂,76
資材,使用グリース,71
資材,油種,69
資材,スラストメタル,65
資材,遊星歯車,62
資材,樹脂軸受,61
資材,清掃潤滑油,59
資材,軸受油,57
資材,外輪外面軌道輪,56
資材,メッキ,55
資材,フラッシングオイル,55
資材,作動油,50
資材,スラスト軸受,49
資材,ストレーナ,48
資材,スパイラルベベルピニオン,47
資材,軌道輪,46
資材,エンジンオイル,46
資材,添加タービン油,40
資材,油分,40
資材,レン弁,39
資材,フィン,39
資材,グリースグリース,39
資材,蛇管,38
資材,冷却用蛇管,38
資材,ダフニースーパーギヤ,38
資材,圧油,35
資材,トップリング,35
資材,下流側,34
資材,ラインフィルタ,34
資材,判断材料,33
資材,メタル軸受,33
資材,ディーゼルエンジン油,33
資材,アルミ合金,33
資材,オイル側,30
資材,水車軸受,28
資材,冷却管,27
資材,資料,25
資材,mフィルタ,25
資材,側,23
資材,前回更油,21
資材,改善使用油,20
資材,テラスオイル,20
資材,燃料油,19
資材,恒設ドレンライン,19
資材,ベアリング鋼,19
資材,フリクションポリマ潤滑油,19
資材,バルブ,19
資材,軸受箱ドレンプラグ,18
資材,残油,18
資材,上部軸受,18
資材,バッフル,18
資材,オイル,18
資材,清浄機出口サンプリング弁,17
資材,浄油,17
資材,鋳鉄,16
資材,銅系材料,16
資材,確認潤滑油,16
資材,PEEK材,16
資材,潤滑油潤滑油,15
資材,添付資料,15
資材,至急更油,14
資材,相手材,14
資材,更油潤滑油,14
資材,摩耗状態潤滑油,14
資材,ガイド軸受,14
資材,ウォームホイール,14
資材,粘度油,13
資材,全量更油,13
資材,高温ガス,12
資材,鉱物油系タービン油,12
資材,濾過潤滑油,12
資材,濾過材,12
資材,制御油,12
資材,冷媒ガス,12
資材,入口弁圧油,12
資材,ドレンライン,12
資材,ダフニータービン,12
資材,スパイラルベベルギヤ,12
資材,コスモタービンスーパー,12
資材,エンジン油,12
資材,どちら側,12
資材,潤滑材,11
資材,検討資料,11
資材,出口側,11
資材,フリー側軸受,11
資材,精密フィルタ,10
資材,燃料,10
資材,炭素クロム軸受鋼,10
資材,是非潤滑油,10
資材,式フィルタ,10
資材,供試試料,10
資材,ランナー側,10
資材,ラビリンス,10
資材,モータ側,10
資材,ボールネジ,10
資材,パイロットフィルタ,10
資材,ニッケル合金,10
資材,サポートベアリング,10
資材,ことシリコングリース,10
資材,点検オイルリング,9
資材,溶接スパッタ,9
資材,油ダフニースーパーギヤ,9
資材,止めネジ,9
資材,スリーブ軸受,9
資材,キー,9
資材,アルミニウム合金,9
資材,線,8
資材,油ダフニータービン,8
資材,式ラインフィルタ,8
資材,リテーナー,8
資材,ダフニータービンオイル,8
資材,ソレノイドバルブ,8
資材,シールテープ,8
資材,~倍程度排油,8
資材,No.軸受,8
資材,黒化原因潤滑油,7
資材,軸受材料,7
資材,補充油,7
資材,発電機軸受,7
資材,留め具,7
資材,炭素鋼,7
資材,濾布,7
資材,入口側,7
資材,今回試料油,7
資材,ラビンリンスリング,7
資材,ラビリンスリング,7
資材,ピニオンギヤ,7
資材,シール,7
資材,コンロッドメタル,7
資材,防錆油,6
資材,調速機圧油,6
資材,試料グリース,6
資材,状態軸受,6
資材,燃焼燃料,6
資材,清浄器出口サンプリング弁,6
資材,添加油,6
資材,排油弁,6
資材,対策グリース,6
資材,冷凍機油,6
資材,ローラタイヤ,6
資材,モータ側軸受潤滑油,6
資材,ナット,6
資材,インラインフィルタ,6
資材,#uA-FDF制御油,6
資材,電磁弁,5
資材,負荷側,5
資材,調速機用圧油,5
資材,炭素クロム鋼,5
資材,潤滑油ストレーナ,5
資材,採油バルブ,5
資材,当該油,5
資材,圧縮機油,5
資材,入口弁用圧油,5
資材,供試グリース,5
資材,ブロー弁,5
資材,ディーゼルエンジンオイル,5
資材,電動機側軸受,4
資材,錫合金,4
資材,観察潤滑油,4
資材,良好軸受,4
資材,給排油管,4
資材,結論ベアリング,4
資材,結論ドレン油,4
資材,確認使用油,4
資材,濾過フィルタ,4
資材,潤滑状態ローラベアリング,4
資材,油コスモオルパス,4
資材,平衡濃度油,4
資材,対象潤滑油,4
資材,劣化油,4
資材,値側,4
資材,中間軸受-駆動側,4
資材,上部主軸,4
資材,ロールベアリング,4
資材,ローラベアリング,4
資材,リング,4
資材,リターンフィルタ,4
資材,ラビンスギャップ,4
資材,ラジアル軸受,4
資材,モータ側軸受,4
資材,メンブランフィルタ,4
資材,メカニカル油,4
資材,ボルト,4
資材,ホワイトメタル種,4
資材,ピストンピンメタル,4
資材,パイロットバルブ,4
資材,シリンダライナ,4
資材,シャフト,4
資材,サンプリング弁,4
資材,ガスタービン油,4
資材,AH高温側ベアリング,4
資材,AH低温側ベアリング,4
資材,銅管,3
資材,鉄側,3
資材,軸受台金,3
資材,軸受下部ドレンプラグ,3
資材,補給油,3
資材,結論変色原因グリース,3
資材,潤滑状態軸受,3
資材,添資料,3
資材,油槽下部ドレン弁,3
資材,油ダフニースーパータービン,3
資材,油タンクドレン弁,3
資材,油コスモタービンスーパー,3
資材,廃油管,3
資材,度更油,3
資材,年月日C側軸受,3
資材,充填油,3
資材,亜鉛メッキ,3
資材,下部廃油管,3
資材,ロースラッジオイル,3
資材,ミルロール,3
資材,ポールフィルタ,3
資材,タンクドレン弁,3
資材,タンクドレン,3
資材,スラストメタル潤滑油,3
資材,スラストカラー,3
資材,スラスト,3
資材,シリンダドレン,3
資材,コンプレッサー油,3
資材,オイルクーラーエア抜き弁,3
資材,さ歯車,3
資材,かさ歯車,3
資材,No.軸受潤滑油,3
資材,C側軸受,3
資材,A側,3
資材,高温側軸受,2
資材,鉱物油,2
資材,金属材料,2
資材,金属接触主軸,2
資材,重量ton鉄管,2
資材,邪魔板,2
資材,遊星ハスバ歯車,2
資材,追跡調査軸受,2
資材,軸受油槽ドレーン弁,2
資材,軸受材,2
資材,診断結果使用油,2
資材,補給弁,2
資材,繊維屑,2
資材,縁,2
資材,結論カップリング側軸受,2
資材,経緯潤滑油ストレーナ,2
資材,素材,2
資材,粉炭機ローラタイヤ,2
資材,箇所銅合金,2
資材,空気予熱機＃Aガイドベアリング,2
資材,種,2
資材,確認フラッシング油,2
資材,短期化使用グリース,2
資材,目的油,2
資材,玉軸受,2
資材,状態確認エンジンオイル,2
資材,熱媒油,2
資材,濾過設備シリンダ型複式フィルタ,2
資材,濾過機採油バルブ,2
資材,潤滑油油,2
資材,潤滑油フィルタ,2
資材,油清浄機入口サンプリング弁,2
資材,油槽配油管,2
資材,油圧作動油,2
資材,油タンクブロー弁,2
資材,水車軸,2
資材,水車メタル潤滑油,2
資材,水車ガイド軸受,2
資材,水スラスト,2
資材,止弁,2
資材,樹脂側,2
資材,棒,2
資材,本体負荷側軸受,2
資材,操作油,2
資材,提供資料,2
資材,採油管,2
資材,当該油圧作動油,2
資材,常設フィルタ,2
資材,対象軸受,2
資材,対策主軸,2
資材,対策スラストパッド,2
資材,外ピン,2
資材,増加タービン油,2
資材,塗料,2
資材,合成油,2
資材,前回グリース,2
資材,切削摩耗タービン油,2
資材,分解性油,2
資材,分析結果軸受,2
資材,出口弁,2
資材,冷却蛇管,2
資材,冷却水用蛇管,2
資材,内径側,2
資材,全てベアリング,2
資材,入口弁操作油,2
資材,充填材,2
資材,仕切り板,2
資材,交換グリース,2
資材,二次配圧弁,2
資材,中間ギヤベアリング,2
資材,下部軸受,2
資材,下部主軸受,2
資材,上部主軸受,2
資材,リリーフ弁,2
資材,リットル更油,2
資材,モデル,2
資材,メカニカルシール,2
資材,ミル潤滑油,2
資材,ポリアルキレングリコール系合成潤滑油,2
資材,プライミングポンプ,2
資材,フラッシング油,2
資材,フィルタ下流側,2
資材,フィルタ上流側,2
資材,ピボット,2
資材,バルブプレート,2
資材,データ資料,2
資材,デフリックコート,2
資材,スラスト油,2
資材,スラストメタル・スラストランナー,2
資材,スラストパッド,2
資材,ジャーナル軸受,2
資材,シール材,2
資材,サーボ弁,2
資材,サイドプレート,2
資材,コンロッド,2
資材,コンタミネーションコントロール,2
資材,コンタミ,2
資材,コンクリート,2
資材,クロム鋼,2
資材,オイラー取出管,2
資材,アルミ系材料,2
資材,C側,2
資材,B-】軸受,2
資材,AH潤滑油,2
資材,駆動側,1
資材,電動機ロタ側,1
資材,電動サーボ潤滑油,1
資材,閉止栓,1
資材,鉛合金,1
資材,酸化安定性タービン油,1
資材,部材,1
資材,通常潤滑油,1
資材,通常ドレンバルブ,1
資材,軸受排油管,1
資材,軸受周辺材料,1
資材,診断目的潤滑油,1
資材,考察軸受,1
資材,考察水車軸受潤滑油,1
資材,結論シリンダロッド,1
資材,異種油,1
資材,燃焼燃料油,1
資材,熱媒体油,1
資材,点検手入れ指針,1
資材,濾過機採油コック,1
資材,潤滑状態潤滑油,1
資材,潤滑状態樹脂,1
資材,潤滑状態使用油,1
資材,潤滑油配管ドレン弁,1
資材,清浄器出口ドレン弁,1
資材,混合油,1
資材,油清浄機出口サンプリング弁,1
資材,油清浄器出口側,1
資材,油清浄器入側,1
資材,油槽上部メクラ栓,1
資材,油冷却器ドレン弁,1
資材,水車シール油,1
資材,水制盤ソレノイド用ストレーナ,1
資材,母材,1
資材,殿トライボ・テックス株式会社コンプレッサー潤滑油分析目的レシプロコンプレッサー潤滑油,1
資材,機関付潤滑油フィルタ,1
資材,樹脂軸受側,1
資材,検討結果潤滑油,1
資材,有無ブレーキパッド材,1
資材,更油油,1
資材,改善潤滑油,1
資材,摩耗状態ギヤ油,1
資材,提案潤滑油,1
資材,採油用バルブ,1
資材,採取バルブ,1
資材,抜き油,1
資材,抜き取り潤滑油,1
資材,循環水ポンプ電動機下部軸受潤滑油,1
資材,当該軸受,1
資材,廃油栓,1
資材,対策潤滑油,1
資材,対策油,1
資材,対策C側,1
資材,変色原因≫潤滑油,1
資材,増加銅合金,1
資材,図鉄系材料,1
資材,回転軸,1
資材,回転板,1
資材,回収油,1
資材,号水車軸受,1
資材,号機脱硫ファンモータ側,1
資材,号ユニットB-原子炉容器室冷却ファン軸受下流側,1
資材,台金,1
資材,原因潤滑油,1
資材,原因油,1
資材,前回システム油,1
資材,切削油,1
資材,分解性潤滑油,1
資材,分析潤滑油,1
資材,分析ストレーナ,1
資材,円錐コロ軸受,1
資材,円筒コロ軸受,1
資材,停止弁,1
資材,供給油,1
資材,使用箇所ニッケル合金,1
資材,下部軸受潤滑油,1
資材,下部スラスト,1
資材,上部スラストメタル潤滑油,1
資材,ロッド,1
資材,レン管,1
資材,リットル程度排油,1
資材,ランナーボス油,1
資材,ランナーサーボパッキン,1
資材,ラビンリンス材,1
資材,ミリポアフィルタ,1
資材,マグネットフィルタ,1
資材,ポールベアリング,1
資材,ホース,1
資材,ブレーキ油,1
資材,フリー軸受側,1
資材,フィルタリング,1
資材,パイロットストレーナ,1
資材,バルブスティック,1
資材,ニッケルメッキ,1
資材,ドレン弁,1
資材,トルコン油,1
資材,トルクコンバータ油,1
資材,トラニオンジャーナル,1
資材,トライボ・テックス株式会社コンプレッサー潤滑油分析目的レシプロコンプレッサー潤滑油,1
資材,チューブ,1
資材,ダフニーメカニックオイル,1
資材,ダフニーアルファギヤーオイル,1
資材,セグメント軸受,1
資材,スラスト軸受潤滑油,1
資材,スラストワッシャ,1
資材,スラストランナー,1
資材,スラストメタルサーチコイル,1
資材,シール油,1
資材,シリンダロッド,1
資材,サーボドレン,1
資材,サーボシリンダ,1
資材,サンプル弁,1
資材,サンプルビン,1
資材,ギャップ調整不良主軸,1
資材,カドミウムメッキ,1
資材,カップリング側軸受,1
資材,こと潤滑油,1
資材,○○＃Gスラスト,1
資材,N-号循環水ポンプ電動機下部軸受潤滑油分析目的循環水ポンプ電動機下部軸受潤滑油,1
資材,Gベベルギヤ,1
資材,FDF動翼ベアリング,1
資材,C側モータ軸受,1
資材,3.シリコングリース,1
資材,-平衡濃度フィルタ,1
言語,変化,4471
言語,指標,2778
言語,油名,1839
言語,項目,1251
言語,情報,1247
言語,評価,1043
言語,問題,889
言語,粒子数,696
言語,結果表,686
言語,グリース名,608
言語,Iカップリング発光分光分析法,515
言語,下式,486
言語,汚染粒子数,315
言語,金属濃度SOAP法,291
言語,IRチャート,274
言語,金属濃度酸溶解法,270
言語,点,269
言語,回転数,241
言語,比較評価,239
言語,LCインデックス,239
言語,SOAP法,206
言語,図面,187
言語,滴点,135
言語,性能評価,132
言語,表,124
言語,健全性,122
言語,シール性,118
言語,発生粒子数,112
言語,接触点,109
言語,追加情報,104
言語,図,100
言語,音,94
言語,温度チャート,93
言語,数,79
言語,分析項目,71
言語,チャート,67
言語,式,64
言語,油中粒子数,56
言語,SOAP-T法,53
言語,レン弁,39
言語,フェログラフィー法,37
言語,EMBEDExcel.Sheet.表,37
言語,平均回転数,33
言語,滴点滴点,32
言語,活用,32
言語,依頼項目,30
言語,設備診断法,28
言語,別紙表,28
言語,確認表,27
言語,相違点,27
言語,金属濃度D-SOAP法,24
言語,粘度変化,24
言語,設備情報,22
言語,歯数,21
言語,次式,21
言語,提供情報,20
言語,使用油名,20
言語,耐熱性,19
言語,解析法,18
言語,格回転数,18
言語,振動診断法,18
言語,別紙図,18
言語,連絡,17
言語,清浄機出口サンプリング弁,17
言語,図面情報,17
言語,前述,17
言語,記録,15
言語,発生数,14
言語,下図,14
言語,耐摩耗性,12
言語,状況変化,12
言語,状態変化,12
言語,汚染度物重量汚染粒子数,12
言語,振動データグラフ,12
言語,別表,12
言語,テンパーカラー法,12
言語,良好滴点,11
言語,気密性,11
言語,格寿命式,11
言語,報告,11
言語,トレース,11
言語,スパイラル状,11
言語,とき,11
言語,IR法,11
言語,解析評価,10
言語,油診断法,10
言語,飽和点,9
言語,是非情報,9
言語,型番情報,9
言語,上記,9
言語,結論,8
言語,確認油名,8
言語,物理的性状グリース名,8
言語,定量評価,8
言語,同様変化,8
言語,ミスト状,8
言語,トライボ診断法,8
言語,発光分光法,7
言語,機器情報,7
言語,有効性,7
言語,チェック,7
言語,お客様情報,7
言語,銘柄,6
言語,状,6
言語,測定不能滴点,6
言語,清浄器出口サンプリング弁,6
言語,注釈,6
言語,摩耗粒子数,6
言語,排油弁,6
言語,圧油装置系統図,6
言語,グラフ,6
言語,D-SOAP法,6
言語,電磁弁,5
言語,汚染度汚染粒子数,5
言語,寿命評価,5
言語,圧力変化,5
言語,前回報告,5
言語,ブロー弁,5
言語,酸化安定性,4
言語,赤外線吸収スペクトル法,4
言語,添資料分析依頼書,4
言語,消泡性,4
言語,油名称,4
言語,段,4
言語,析出上記,4
言語,材質特定法,4
言語,有機化合物赤外線吸収スペクトル法,4
言語,式式,4
言語,余寿命評価,4
言語,事前情報,4
言語,一般式,4
言語,レプリカ法,4
言語,データ変化,4
言語,サンプリング弁,4
言語,うろこ状,4
言語,温度変化,3
言語,油系統図,3
言語,油槽底部表,3
言語,油槽下部ドレン弁,3
言語,油タンクドレン弁,3
言語,沈降速度式,3
言語,構造図,3
言語,報,3
言語,分散性,3
言語,傷法,3
言語,上表,3
言語,データ数,3
言語,タンクドレン弁,3
言語,オイルクーラーエア抜き弁,3
言語,重量汚染度法,2
言語,追随性,2
言語,軸受表,2
言語,軸受温度変化,2
言語,軸受油槽ドレーン弁,2
言語,診断評価,2
言語,設備名称,2
言語,補給弁,2
言語,耐酸化性,2
言語,線形近似式,2
言語,線形回帰式,2
言語,総合評価,2
言語,細点,2
言語,発光分析法,2
言語,潤滑油系統図,2
言語,油清浄機入口サンプリング弁,2
言語,油タンクブロー弁,2
言語,汚染管理項目,2
言語,正確性,2
言語,止弁,2
言語,次ページ表,2
言語,検討課題,2
言語,検討表,2
言語,是非別紙図,2
言語,断熱性,2
言語,摩耗診断項目,2
言語,振動法,2
言語,引火点引火点,2
言語,左グラフ,2
言語,層状態,2
言語,密度式,2
言語,図~図,2
言語,加水安定性,2
言語,前回報告書,2
言語,判断･評価,2
言語,分析管理表,2
言語,分析汚染数,2
言語,出口弁,2
言語,上部軸受図面,2
言語,上部スラスト図面,2
言語,上式,2
言語,一過性,2
言語,リリーフ弁,2
言語,ページ図,2
言語,トレンドグラフ,2
言語,スラッジ状,2
言語,スラッジ溶解性,2
言語,スジ状,2
言語,サーボ弁,2
言語,さ式,2
言語,階世紀評価,1
言語,酸溶解法,1
言語,部品表,1
言語,計数汚染度法,1
言語,管理項目,1
言語,直線回帰式,1
言語,直接酸溶解法,1
言語,発行分析法,1
言語,熱安定性,1
言語,濃度変化,1
言語,潤滑診断法,1
言語,潤滑状態表,1
言語,潤滑油配管ドレン弁,1
言語,清浄器出口ドレン弁,1
言語,油清浄機出口サンプリング弁,1
言語,油冷却器ドレン弁,1
言語,水分離性,1
言語,殆ど変化,1
言語,正式報告,1
言語,次ページ図,1
言語,材質判定法,1
言語,曲線回帰法,1
言語,是非油名,1
言語,摩耗診断法,1
言語,摩耗粒子分析法,1
言語,摩耗状,1
言語,摩耗情報,1
言語,摩擦音,1
言語,接触音,1
言語,広め,1
言語,密着性,1
言語,名称,1
言語,劣化次ページ表,1
言語,劣化外部混入異物上記,1
言語,前報,1
言語,別紙IRチャート,1
言語,判定法,1
言語,分析依頼書,1
言語,停止弁,1
言語,使用油リスト,1
言語,使用グリース名,1
言語,今回レプリカ法,1
言語,上下変化,1
言語,一点,1
言語,一油名,1
言語,ボール表,1
言語,ドレン弁,1
言語,タイプ,1
言語,スペクトルチャート,1
言語,サンプル弁,1
言語,RBOT法,1
言語,E-ロール採油口表,1
言語,.％、滴点,1
衣料,油膜切れ,2508
衣料,軸受摺動面,1238
衣料,軸受軌道面,988
衣料,ギヤ歯面,754
衣料,軌道面,543
衣料,摺動面,541
衣料,ベアリング軌道面,404
衣料,摩擦面,248
衣料,歯面,228
衣料,転動面,84
衣料,潤滑面,74
衣料,クランクメタル摺動面,54
衣料,動面,34
衣料,クランクピンメタル摺動面,32
衣料,潤滑摺動面,29
衣料,繊維,28
衣料,ウォームホイール歯面,26
衣料,キャップ,25
衣料,シリンダ摺動面,20
衣料,吸収帯,18
衣料,面,15
衣料,グリース切れ,15
衣料,ガラス繊維,15
衣料,油面,12
衣料,外輪軌道面,12
衣料,芯,11
衣料,特徴吸収帯,10
衣料,考察ベアリング軌道面,9
衣料,負荷帯,7
衣料,潤滑状態ベアリング軌道面,7
衣料,摩耗軸受摺動面,7
衣料,メタル摺動面,7
衣料,ボールネジ軌道面,7
衣料,金属面,6
衣料,保持器摺動面,6
衣料,はめあい面,6
衣料,軸受転動面,5
衣料,発電所床,5
衣料,特性吸収帯,5
衣料,主軸摺動面,5
衣料,ランナー摺動面,5
衣料,ブレーキパッド,5
衣料,サーボシリンダ摺動面,5
衣料,軸受摺道面,4
衣料,樹脂軸受摺動面,4
衣料,摩擦摺動面,4
衣料,マイクロスリップ,4
衣料,ファイバー繊維,4
衣料,ナット転動面,4
衣料,サーボシンリンダ摺動面,4
衣料,サーボシンリンダー摺動面,4
衣料,ことベアリング軌道面,4
衣料,あたり面,4
衣料,軸受ケース摺動面,3
衣料,接触面,3
衣料,合成繊維,3
衣料,分解点検軸受摺動面,3
衣料,ボール転動面,3
衣料,スティックスリップ,3
衣料,エッジ,3
衣料,転道面,2
衣料,起動面,2
衣料,結論ベアリング軌道面,2
衣料,潤滑状態軸受軌道面,2
衣料,減速機ボトム,2
衣料,減速機ギヤ歯面,2
衣料,微少剥離面,2
衣料,密着面,2
衣料,外周面,2
衣料,各部摺動面,2
衣料,原因推定潤滑面,2
衣料,ボール軌道面,2
衣料,ハンチング,2
衣料,スラスト軸受摺動面,2
衣料,シリコンファイバー,2
衣料,グリース油膜切れ,2
衣料,キン摺動面,2
衣料,カムクラッチ軌道面,2
衣料,軸摺動面,1
衣料,軸受面,1
衣料,転写面,1
衣料,表層面,1
衣料,管理限界地,1
衣料,発生粒子発生メカニズムシビア粒子軸受摺動面,1
衣料,疲労摩耗粒子軌道面,1
衣料,疲労剥離油膜切れ,1
衣料,潤滑状態軸受摺動面,1
衣料,潤滑状態サーボシリンダ摺動面,1
衣料,潤滑状態ギヤ歯面,1
衣料,水車軸受摺動面,1
衣料,歯面摺動面,1
衣料,析出軸受軌道面,1
衣料,動体摺動面,1
衣料,内輪軌道面,1
衣料,偏芯,1
衣料,主軸偏芯,1
衣料,マイクロポケット,1
衣料,ベアリング転動面,1
衣料,ブッシュ摺動面,1
衣料,スリーブ,1
衣料,スラストランナー摺動面,1
衣料,スラストパッド摺動面,1
衣料,シビア粒子軸受摺動面,1
衣料,クランク摺動面,1
衣料,ギヤボックス,1
衣料,カバー,1
衣料,アウターレース軌道面,1
行為,可能性,8394
行為,十分,836
行為,分析実施,519
行為,実施,310
行為,誤り,278
行為,物理的性状,277
行為,十二分,274
行為,センサーエラー,202
行為,負荷,174
行為,健全性,122
行為,シール性,118
行為,性状,99
行為,動作,91
行為,役目,86
行為,硫黄分,70
行為,実績,68
行為,濾過能力,66
行為,増加分,56
行為,充填用,47
行為,濾過実施,44
行為,間違い,43
行為,固形分,34
行為,働き,22
行為,銅分,20
行為,測定不能,20
行為,耐熱性,19
行為,バックラッシ増加分,19
行為,稼動,16
行為,現在充填用,16
行為,記録,15
行為,補充用,14
行為,耐摩耗性,12
行為,状態監視活動,12
行為,気密性,11
行為,摩擦力,10
行為,色,9
行為,履歴,8
行為,有効性,7
行為,カルシウム固形分,7
行為,薄茶色,6
行為,点検実施,6
行為,情報履歴,6
行為,役割,6
行為,あと回初期試験実施,6
行為,当社営業担当,5
行為,判断技術,5
行為,分,5
行為,酸化安定性,4
行為,消泡性,4
行為,月日採油分,4
行為,日採油分,4
行為,性質,4
行為,力,4
行為,使用実績,4
行為,使用不能,4
行為,ドレンバルブ配管分,4
行為,トライボ診断実施,4
行為,配管分,3
行為,追加実施,3
行為,洗浄実施,3
行為,比較用,3
行為,時間稼働,3
行為,分散性,3
行為,傾向管理実施,3
行為,金属分,2
行為,追随性,2
行為,許容増加分,2
行為,補給用,2
行為,表面色,2
行為,耐酸化性,2
行為,稼働,2
行為,溶解分,2
行為,流出潤滑剤選定ミス,2
行為,油膜切れ潤滑剤選定ミス,2
行為,気性,2
行為,気,2
行為,正確性,2
行為,断熱性,2
行為,採油分,2
行為,挙動,2
行為,技術,2
行為,弁動作,2
行為,定期分析実施,2
行為,加水安定性,2
行為,処理用,2
行為,体積分,2
行為,一過性,2
行為,ペンタン不溶分ペンタン不溶分,2
行為,ドレン配管分,2
行為,スラッジ溶解性,2
行為,.個分,2
行為,静摩擦力,1
行為,開閉動作,1
行為,酸性分,1
行為,配管容積分,1
行為,通常分,1
行為,現在補充用,1
行為,物理性状,1
行為,熱安定性,1
行為,水分離性,1
行為,機器稼働,1
行為,昨日分,1
行為,当社技術,1
行為,工事履歴,1
行為,密着性,1
行為,固形カルシウム分,1
行為,前回分,1
行為,使用能,1
行為,今回分,1
行為,シール用,1
行為,サイコロ.個分,1
芸術,光学顕微鏡写真,166
芸術,フィルタ写真,122
芸術,図,100
芸術,良好光学顕微鏡写真,96
芸術,ことフィルタ写真,74
芸術,こと光学顕微鏡写真,44
芸術,写真,41
芸術,添削,22
