報告書_id,文_id,動詞_id,動詞,主体,起点,対象,状況,着点,手段,関係,事象,レコード_id
110001332,10,12,発生する, , ,厳しい摩耗形態の凝着摩耗, , , , ,摩耗形態 発生する,3874
110001332,10,16,ある, , ,高圧・高温の箇所, , , , ,高圧・高温の箇所 厳しい凝着摩耗 ある,3874
110001332,11,3,押し込める, , ,フリクションポリマ潤滑油, ,高圧下,軸受軌道面, ,潤滑油 高圧下 軸受軌道面 押し込める,3875
110001332,11,6,混在する, , ,局部的な高温状態, , , , ,局部的な高温状態 フリクションポリマ 混在する,3875
110001332,12,3,なす, , ,高圧高温状態の解消, , , , ,高圧高温状態の解消 潤滑油 なす,3875
110001332,12,5,劣化する, , , , ,潤滑油, , ,劣化 検出する,3875
110001332,13,2,高い, , , , ,汚染粒子数, , ,汚染粒子数 高い,3876
110001332,13,7,上昇する, , ,mg/ml, ,汚染度物重量, , ,mg/ml 上昇する,3876
110001332,13,7,上昇する, , ,当社推奨の管理限界値, ,汚染度物重量, , ,汚染度物重量 水分 上昇する,3876
110001332,14,2,検出する, , ,亜鉛, , ,濃度, ,亜鉛 検出する,3877
110001332,14,9,検出する, , ,表面, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,3877
110001332,14,9,検出する, , ,表面, , ,茶褐色, ,鉄錆 茶褐色 検出する,3877
110001332,14,9,検出する, , ,鉄錆, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,3877
110001332,14,9,検出する, , ,鉄錆, , ,茶褐色, ,砂 茶褐色 検出する,3877
110001332,14,9,検出する, , ,砂, , ,フィルタ表面の異物観察, ,フィルタ表面の異物観察 検出する,3877
110001332,14,9,検出する, , ,砂, , ,茶褐色, ,砂 茶褐色 検出する,3877
110001332,14,12,高い, , ,汚染度, , , , ,砂 検出する,3877
110001332,14,18,考える, , , , , , ,摩耗,値 考える,3877
110001332,14,18,考える, , , , , , ,スラッジ,スラッジ なる,3877
110001332,14,18,考える, , , , , , ,外部混入異物の影響,外部混入異物 考える,3877
110001332,15,5,良好, , ,全酸価, ,粘度, , ,全酸価 水分 良好,3877
110001332,15,5,良好, , ,全酸価, ,酸化安定度, , ,酸化安定度 良好,3877
110001332,15,5,良好, , ,有機物・有機化合物のデータ, ,粘度, , ,有機物・有機化合物 ．粘度 良好,3877
110001332,15,5,良好, , ,有機物・有機化合物のデータ, ,酸化安定度, , ,有機物・有機化合物のデータ ・粘度 良好,3877
110001332,16,4,ある, , , , ,潤滑油, , ,有機物・有機化合物のデータ 軸受 ある,3877
110001332,16,4,ある, , , , ,軸受, , ,有機物・有機化合物のデータ 軸受 ある,3877
110001332,16,4,ある, , , , ,継続使用可能な状態, , ,有機物・有機化合物のデータ 潤滑油 ある,3877
110001332,17,2,高い, , ,濾過油中の汚染度, , , , ,濾過油中の汚染度 高い,3877
110001332,17,6,噛む, , ,観察された異物, , , ,軸受軌道面,軸受軌道面 噛む,3877
110001332,17,8,進行する, , ,摩耗, , , , ,摩耗 進行する,3877
110001332,19,8,ある, , ,箇所, , , , ,箇所 なる,3878
110001332,20,1,係る, , , , , , ,分析結果特性低下特性低下,分析結果特性低下特性低下 係る,3879
110001332,21,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,3879
110001332,22,4,異なる, , ,初期値, , , , ,初期値 異なる,3880
110001332,22,8,設定する, , ,統一した管理基準, , , , ,統一した管理基準 設定する,3880
110001332,22,13,設定する, , ,管理限界値, , , , ,管理限界値 設定する,3880
110001332,23,12,現れる, , , , ,劣化の兆候, , ,劣化の兆候 現れる,3881
110001332,27,1,係る, , , , ,汚染, , ,摩耗 係る,3882
110001332,27,6,高い, , ,汚染粒子数, , , , ,汚染粒子数 汚染する,3882
110001332,27,10,上昇する, , ,当社推奨の管理限界値, ,汚染度物重量, , ,汚染度物重量 水分 上昇する,3882
110001332,30,5,上昇する, , ,当社推奨の管理限界値のmg/ml, , , , ,当社推奨の管理限界値 上昇する,3883
110001332,31,5,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3884
110001332,31,11,発生する, , , , , ,異物の切削作用, ,異物の切削作用 発生する,3884
110001332,31,17,発生する,金属潤滑部, , , , , , ,金属潤滑部 発生する,3884
110001332,31,21,なる, , , , , , ,高温,高温 なる,3884
110001332,31,23,発生する, , , , , ,潤滑状態, ,潤滑状態 厳しい,3884
110001332,31,26,混入する, ,外部, , , , , ,異物の切削作用 発生する,3884
110001332,31,32,検出する, , ,鉄錆, , , , ,鉄錆 多い,3884
110001332,31,32,検出する, , ,砂, , , , ,砂 検出する,3884
110001332,32,5,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,3884
110001332,32,10,良好, , ,潤滑状態, , , , ,潤滑状態 砂 良好,3884
110001332,32,16,発生する, , , , , ,異物の切削作用, ,異物の切削作用 発生する,3884
110001332,32,22,発生する,金属潤滑部, , , , , , ,金属潤滑部 発生する,3884
110001332,32,26,なる, , , , , , ,高温,高温 なる,3884
110001332,32,28,発生する, , , , , ,潤滑状態, ,潤滑状態 厳しい,3884
110001332,32,31,混入する, ,外部, , , , , ,砂 検出する,3884
110001332,32,37,検出する, , ,鉄錆, , , , ,鉄錆 多い,3884
110001332,32,37,検出する, , ,砂, , , , ,砂 検出する,3884
110001332,33,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,3884
110001332,33,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,3884
110001332,33,11,混入する, ,ppm,錫, , , , ,ppm 錫 検出する,3884
110001332,33,11,混入する, ,外部,錫, , , , ,外部 錫 混入する,3884
110001332,34,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,3884
110001332,34,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,3884
110001332,34,13,混入する,ppm,外部,鉄, , , , ,外部 鉄 錫 混入する,3884
110001332,34,13,混入する,ppm,外部,鉛, , , , ,外部 鉄 錫 混入する,3884
110001332,34,13,混入する,ppm,外部,銅, , , , ,銅 鉛 混入する,3884
110001332,34,19,検出する, , ,亜鉛, , , , ,亜鉛 析出する,3884
110001332,34,19,検出する, , ,カルシウム, , , , ,カルシウム 発生する,3884
110001332,34,19,検出する, , ,バリウム, , , , ,バリウム ある,3884
110001332,34,19,検出する, , ,ナトリウム, , , , ,ナトリウム 発生する,3884
110001335,0,7,満たす, , ,全ての分析項目の値, , , , ,全ての分析項目の値 満たす,3891
110001335,0,20,良好, , , , ,潤滑状態, , ,潤滑状態 良好,3891
110001335,1,1,係る, , , , , , ,分析結果特性低下特性低下,分析結果特性低下特性低下 係る,3892
110001335,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,3892
110001335,3,4,異なる, , ,初期値, , , , ,初期値 異なる,3893
110001335,3,8,設定する, , ,統一した管理基準, , , , ,統一した管理基準 設定する,3893
110001335,3,13,設定する, , ,管理限界値, , , , ,管理限界値 設定する,3893
110001335,4,12,現れる, , , , ,劣化の兆候, , ,劣化の兆候 現れる,3894
110001335,7,1,係る, , , , ,汚染, , ,摩耗 係る,3895
110001335,12,9,ある, , , , ,良好の範囲, , ,良好な範囲 ある,3896
110001335,12,13,良好, , , , ,潤滑箇所の潤滑状態, , ,潤滑箇所の潤滑状態 良好,3896
110001335,13,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,3897
110001335,13,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,3897
110001335,13,11,混入する, ,ppm,錫, , , , ,ppm 錫 検出する,3897
110001335,13,11,混入する, ,外部,錫, , , , ,外部 鉄 錫 混入する,3897
110001335,13,16,検出する, , ,リン, , , , ,リン 高い,3897
110001335,14,5,混入する, ,外部, , , , , ,外部 混入する,3897
110001335,14,9,検出する, , ,ナトリウム, , , , ,ナトリウム 発生する,3897
110001338,0,5,発光する, , ,試料油,以上の高温, , , ,試料油 以上の高温 発光する,3898
110001338,1,10,加味する, , , , ,求めた金属成分, , ,求めた金属成分 加味する,3899
110001338,1,10,加味する, , , , ,濃度, , ,濃度 加味する,3899
110001338,1,15,発生する, , , , , ,摩耗粒子の形態, ,摩耗粒子の形態 検出する,3899
110001338,1,15,発生する, , , , , ,摩擦面, ,摩擦面 発生する,3899
110001338,4,3,摩耗する, , ,機械部品, , , , ,銅 機械部品 高い,3900
110001338,5,4,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3901
110001338,5,9,なる, , , , , , ,高温,高温 なる,3901
110001338,5,11,発生する, , , , , ,潤滑状態, ,潤滑状態 厳しい,3901
110001338,5,13,混入する, ,フリクションポリマ外部, , ,観察された粒子, , ,フリクションポリマ外部 観察された粒子 混入する,3901
110001338,6,11,なる, , ,潤滑状態, , , ,フェログラフィーのIs値,潤滑状態 なる,3901
110001338,7,6,発生する, , ,正常な潤滑状態であるマイルド摩耗, , ,潤滑部, ,正常な潤滑状態であるマイルド摩耗 発生する,3902
110001338,7,10,ある, , ,高圧・高温の箇所, , , , ,高圧・高温の箇所 正常な潤滑状態であるマイルド摩耗 ある,3902
110001338,8,3,押し込める, , ,フリクションポリマ潤滑油, ,高圧下,軸受軌道面, ,潤滑油 高圧下 軸受軌道面 押し込める,3903
110001338,8,6,混在する, , ,局部的な高温状態, , , , ,局部的な高温状態 フリクションポリマ 混在する,3903
110001338,9,3,なす, , ,高圧高温状態の解消, , , , ,高圧高温状態の解消 潤滑油 なす,3903
110001338,9,5,劣化する, , , , ,潤滑油, , ,劣化 検出する,3903
110001338,10,4,良好, , ,汚染粒子数, ,水分, , ,汚染粒子数 鉄 良好,3903
110001338,10,4,良好, , ,汚染度物重量のデータ, ,水分, , ,汚染 汚染度物重量 良好,3903
110001338,11,5,良好, , ,全酸価, ,粘度, , ,全酸価 水分 良好,3903
110001338,11,5,良好, , ,全酸価, ,酸化安定度, , ,酸化安定度 良好,3903
110001338,11,5,良好, , ,有機物・有機化合物のデータ, ,粘度, , ,有機物・有機化合物 ．粘度 良好,3903
110001338,11,5,良好, , ,有機物・有機化合物のデータ, ,酸化安定度, , ,有機物・有機化合物のデータ ・粘度 良好,3903
110001338,12,4,ある, , , , ,潤滑油, , ,有機物・有機化合物のデータ 軸受 ある,3903
110001338,12,4,ある, , , , ,軸受, , ,有機物・有機化合物のデータ 軸受 ある,3903
110001338,12,4,ある, , , , ,継続使用可能な状態, , ,有機物・有機化合物のデータ 潤滑油 ある,3903
110001338,14,1,係る, , , , , , ,分析結果特性低下特性低下,分析結果特性低下特性低下 係る,3904
110001338,15,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,3904
110001338,16,4,異なる, , ,初期値, , , , ,初期値 異なる,3905
110001338,16,8,設定する, , ,統一した管理基準, , , , ,統一した管理基準 設定する,3905
110001338,16,13,設定する, , ,管理限界値, , , , ,管理限界値 設定する,3905
110001338,21,1,係る, , , , ,汚染, , ,摩耗 係る,3906
110001338,25,5,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3907
110001338,25,11,なる, , , , , , ,高温,高温 なる,3907
110001338,25,13,発生する, , , , , ,潤滑状態, ,潤滑状態 厳しい,3907
110001338,25,16,混入する, ,外部, , , , , ,外部 混入する,3907
110001338,25,22,検出する, , ,鉄錆, , , , ,鉄錆 多い,3907
110001338,25,22,検出する, , ,樹脂, , , , ,樹脂 検出する,3907
110001338,26,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,3907
110001338,26,11,良好, , ,潤滑状態, , , , ,潤滑状態 鉄錆 良好,3907
110001338,26,17,なる, , , , , , ,高温,高温 なる,3907
110001338,26,19,発生する, , , , , ,潤滑状態, ,潤滑状態 厳しい,3907
110001338,26,22,混入する, ,外部, , , , , ,鉄錆 検出する,3907
110001338,26,28,検出する, , ,鉄錆, , , , ,鉄錆 多い,3907
110001338,26,28,検出する, , ,樹脂, , , , ,樹脂 検出する,3907
110001338,27,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,3907
110001338,27,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,3907
110001338,27,11,混入する, ,ppm,錫, , , , ,錫 鉄錆 増加する,3907
110001338,27,11,混入する, ,外部,錫, , , , ,外部 鉄 錫 混入する,3907
110001338,28,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,3907
110001338,28,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,3907
110001338,28,11,混入する, ,外部,鉄, , , , ,外部 鉄 混入する,3907
110001338,28,11,混入する, ,外部,銅, , , , ,外部 銅 混入する,3907
110001338,28,18,検出する, , ,亜鉛, , , , ,亜鉛 析出する,3907
110001338,28,18,検出する, , ,カルシウム, , , , ,カルシウム 発生する,3907
110001338,28,18,検出する, , ,バリウム, , , , ,バリウム ある,3907
110001338,28,18,検出する, , ,ナトリウム, , , , ,ナトリウム 発生する,3907
110001338,28,18,検出する, , ,マグネシウム, , , , ,マグネシウム 影響する,3907
110001363,0,5,発光する, , ,試料油,以上の高温, , , ,試料油 以上の高温 発光する,3920
110001363,1,10,加味する, , , , ,求めた金属成分, , ,求めた金属成分 加味する,3921
110001363,1,10,加味する, , , , ,濃度, , ,濃度 加味する,3921
110001363,1,15,発生する, , , , , ,摩耗粒子の形態, ,摩耗粒子の形態 検出する,3921
110001363,1,15,発生する, , , , , ,摩擦面, ,摩擦面 発生する,3921
110001363,4,3,摩耗する, , ,機械部品, , , , ,銅 機械部品 高い,3922
110001363,5,4,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3923
110001363,6,11,なる, , ,潤滑状態, , , ,フェログラフィーのIs値,潤滑状態 なる,3923
110001363,7,6,発生する, , ,正常な潤滑状態であるマイルド摩耗, , ,潤滑部, ,正常な潤滑状態であるマイルド摩耗 発生する,3924
110001363,8,6,到達する, , , , ,汚染度物重量, , ,汚染度物重量 上昇する,3925
110001363,8,6,到達する, , , , ,当社推奨の管理限界値, , ,当社推奨の管理限界値 上昇する,3925
110001363,9,4,検出する, , ,金属片, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,3926
110001363,9,4,検出する, , ,鉄錆, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,3926
110001363,9,7,高い, , ,汚染度, , , , ,鉄錆 検出する,3926
110001363,9,12,考える, , , , , , ,摩耗,値 考える,3926
110001363,9,12,考える, , , , , , ,外部混入異物の影響,外部混入異物 考える,3926
110001363,10,5,良好, , ,全酸価, ,粘度, , ,全酸価 水分 良好,3927
110001363,10,5,良好, , ,全酸価, ,酸化安定度, , ,酸化安定度 良好,3927
110001363,10,5,良好, , ,有機物・有機化合物のデータ, ,粘度, , ,有機物・有機化合物 ．粘度 良好,3927
110001363,10,5,良好, , ,有機物・有機化合物のデータ, ,酸化安定度, , ,有機物・有機化合物のデータ ・粘度 良好,3927
110001363,11,2,採取する, , , , ,機器停止中, , ,機器停止中 抜き出す,3927
110001363,11,10,ある, , , , ,潤滑油, , ,有機物・有機化合物のデータ 軸受 ある,3927
110001363,11,10,ある, , , , ,対象設備, , ,有機物・有機化合物のデータ 潤滑油 ある,3927
110001363,11,10,ある, , , , ,継続使用可能な状態, , ,有機物・有機化合物のデータ 潤滑油 ある,3927
110001363,13,2,高い, , ,濾過油中の汚染度, , , , ,濾過油中の汚染度 ある,3928
110001363,13,7,噛む, , ,観察された摩耗粒子, , , ,軸受摺動面,外部混入異物 軸受摺動面 噛む,3928
110001363,13,7,噛む, , ,観察された摩耗粒子, , , ,軌道面,観察された摩耗粒子 検出する,3928
110001363,13,9,進行する, , ,摩耗, , , , ,軸受摺動面 噛む,3928
110001363,15,1,係る, , , , , , ,分析結果特性低下特性低下,分析結果特性低下特性低下 係る,3929
110001363,16,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,3929
110001363,17,4,異なる, , ,初期値, , , , ,初期値 異なる,3930
110001363,17,8,設定する, , ,統一した管理基準, , , , ,統一した管理基準 設定する,3930
110001363,17,13,設定する, , ,管理限界値, , , , ,管理限界値 設定する,3930
110001363,22,1,係る, , , , ,汚染, , ,摩耗 係る,3931
110001363,22,9,到達する, , , , ,汚染粒子数, , ,汚染粒子数 高い,3931
110001363,22,9,到達する, , , , ,汚染度物重量, , ,汚染度物重量 上昇する,3931
110001363,22,9,到達する, , , , ,当社推奨の管理限界値, , ,当社推奨の管理限界値 上昇する,3931
110001363,24,5,到達する, , , , ,当社推奨の管理限界値のNAS級, , ,当社推奨の管理限界値 到達する,3932
110001363,25,5,到達する, , , , ,当社推奨の管理限界値のmg/ml, , ,当社推奨の管理限界値 到達する,3933
110001363,26,5,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3934
110001363,26,11,検出する, , ,摩耗粒子, , , , ,摩耗粒子 考える,3934
110001363,27,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,3934
110001363,27,11,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3934
110001363,27,17,検出する, , ,摩耗粒子, , , , ,摩耗粒子 考える,3934
110001363,28,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,3935
110001363,28,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,3935
110001363,28,19,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,外部 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,ppm,亜鉛, , , , ,亜鉛 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,ppm,カルシウム, , , , ,亜鉛 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,外部 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,外部,亜鉛, , , , ,外部 亜鉛 混入する,3935
110001363,28,19,混入する,ppm,外部,カルシウム, , , , ,外部 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,亜鉛 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,ppm,亜鉛, , , , ,ppm 亜鉛 検出する,3935
110001363,28,19,混入する,ppm,ppm,カルシウム, , , , ,亜鉛 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,外部 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,外部,亜鉛, , , , ,外部 亜鉛 混入する,3935
110001363,28,19,混入する,ppm,外部,カルシウム, , , , ,外部 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,亜鉛 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,ppm,亜鉛, , , , ,ppm 亜鉛 検出する,3935
110001363,28,19,混入する,ppm,ppm,カルシウム, , , , ,亜鉛 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,外部 油の添加剤成分であるリン 混入する,3935
110001363,28,19,混入する,ppm,外部,亜鉛, , , , ,外部 亜鉛 混入する,3935
110001363,28,19,混入する,ppm,外部,カルシウム, , , , ,外部 油の添加剤成分であるリン 混入する,3935
110001363,29,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,3935
110001363,29,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,3935
110001363,29,14,混入する, ,外部,鉄, , , , ,油の添加剤成分であるリン ケイ素 混入する,3935
110001363,29,14,混入する, ,外部,錫, , , , ,外部 鉄 混入する,3935
110001363,29,14,混入する, ,外部,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン ケイ素 混入する,3935
110001363,29,18,検出する, , ,カルシウム, , , , ,カルシウム 発生する,3935
110001363,29,18,検出する, , ,マグネシウム, , , , ,マグネシウム 影響する,3935
110001372,0,5,発光する, , ,試料油,以上の高温, , , ,試料油 以上の高温 発光する,3962
110001372,1,10,加味する, , , , ,求めた金属成分, , ,求めた金属成分 加味する,3963
110001372,1,10,加味する, , , , ,濃度, , ,濃度 加味する,3963
110001372,1,15,発生する, , , , , ,摩耗粒子の形態, ,摩耗粒子の形態 検出する,3963
110001372,1,15,発生する, , , , , ,摩擦面, ,摩擦面 発生する,3963
110001372,4,4,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3964
110001372,4,9,発生する, , , , , ,摩耗粒子異物の切削作用, ,異物の切削作用 発生する,3964
110001372,4,14,発生する,切削粒子金属潤滑部, , , , , , ,切削粒子金属潤滑部 発生する,3964
110001372,4,16,受ける, , ,シビア粒子繰返し応力, , , , ,シビア粒子繰返し応力 異物 受ける,3964
110001372,4,20,なる, , , , , , ,高温,高温 なる,3964
110001372,4,22,発生する, , , , , ,潤滑状態, ,潤滑状態 厳しい,3964
110001372,4,24,混入する, ,フリクションポリマ外部, , ,観察された粒子, , ,フリクションポリマ外部 観察された粒子 混入する,3964
110001372,5,11,なる, , ,潤滑状態, , , ,フェログラフィーのIs値,潤滑状態 なる,3964
110001372,6,14,発生する, , ,疲労摩耗, , , , ,疲労摩耗 進行する,3965
110001372,6,18,ある, , ,高圧・高温の箇所, , , , ,高圧・高温の箇所 検出する,3965
110001372,7,1,転がる, , , ,疲労摩耗サイクロ減速機構内, , , ,疲労摩耗サイクロ減速機構内 疲労摩耗 転がる,3965
110001372,7,3,なる, , , , , , ,接触,接触 なる,3965
110001372,7,10,発生する, ,内ピン,箇所, , , , ,内ピン 発生する,3965
110001372,7,10,発生する, ,内ピン,疲労摩耗, , , , ,内ピン 箇所 発生する,3965
110001372,7,10,発生する, ,外ピンの接触部であること,箇所, , , , ,外ピン 発生する,3965
110001372,7,10,発生する, ,外ピンの接触部であること,疲労摩耗, , , , ,外ピンの接触部であること 箇所 発生する,3965
110001372,8,4,発生する, , ,疲労摩耗,軸受内部, , , ,発生し 軸受内部 入り込む,3965
110001372,8,9,する, , , , , , ,軸受の使用限界の指標,内ピン 軸受の使用限界の指標 する,3965
110001372,8,11,進行する, , , , ,フレーキング, , ,フレーキング 発生する,3965
110001372,8,17,発生する, , , , , ,内ピン, ,内ピン 発生する,3965
110001372,8,17,発生する, , , , , ,外ピン, ,外ピン 発生する,3965
110001372,8,21,進行する, , ,接触部分の摩耗, , , , ,接触部分の摩耗 軸受の使用限界の指標 進行する,3965
110001372,8,25,懸念する,発生し, , ,いた場合, , ,いた場合,進行した場合 発生する,3965
110001372,8,25,懸念する,発生し, , ,発生し, , ,いた場合,進行した場合 発生する,3965
110001372,8,25,懸念する,振動, , ,いた場合, , ,いた場合,振動 発生し いた場合 懸念する,3965
110001372,8,25,懸念する,振動, , ,発生し, , ,いた場合,振動 発生する,3965
110001372,8,25,懸念する,騒音の発生, , ,いた場合, , ,いた場合,騒音 発生する,3965
110001372,8,25,懸念する,騒音の発生, , ,発生し, , ,いた場合,騒音 発生する,3965
110001372,9,2,発生する, , ,切削摩耗, , ,切削摩耗サイクロ減速機, ,切削摩耗 切削摩耗サイクロ減速機 発生する,3966
110001372,9,9,発生する, , ,軸受, , ,切削摩耗, ,切削摩耗 発生する,3966
110001372,9,13,なる, , ,生じた軌道面の損傷, , , ,起点,生じた軌道面の損傷 起点 なる,3966
110001372,9,16,低下する, , ,寿命, ,分の程度, , ,分の程度 低下する,3966
110001372,9,25,ある, , , , ,ギヤ歯面の切削摩耗, , ,切削摩耗 ギヤ歯面 発生する,3966
110001372,10,3,なる, , , , , , ,切削摩耗の発生原因,切削摩耗 なる,3967
110001372,10,5,残留する, , ,混入異物, , , , ,混入異物 厳しい,3967
110001372,11,3,押し込める, , ,フリクションポリマ潤滑油, ,高圧下,減速機内部, ,フリクションポリマ潤滑油 高圧下 軌道面 押し込める,3968
110001372,11,6,混在する, , ,局部的な高温状態, , , , ,局部的な高温状態 フリクションポリマ 混在する,3968
110001372,12,3,なす, , ,高圧高温状態の解消, , , , ,高圧高温状態の解消 潤滑油 なす,3968
110001372,12,5,劣化する, , , , ,潤滑油, , ,劣化 検出する,3968
110001372,13,4,上昇する, , ,汚染粒子数, , , , ,汚染粒子数 汚染 上昇する,3968
110001372,13,4,上昇する, , ,NAS級以上, , , , ,汚染粒子数 フリクションポリマ潤滑油 上昇する,3968
110001372,13,4,上昇する, , ,当社推奨の管理限界値, , , , ,汚染粒子数 フリクションポリマ潤滑油 上昇する,3968
110001372,14,7,検出する, , ,表面, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,3969
110001372,14,7,検出する, , ,表面, , ,茶色, ,鉄錆 茶色 検出する,3969
110001372,14,7,検出する, , ,金属片, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,3969
110001372,14,7,検出する, , ,金属片, , ,茶色, ,表面 茶色 検出する,3969
110001372,14,7,検出する, , ,鉄錆, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,3969
110001372,14,7,検出する, , ,鉄錆, , ,茶色, ,砂 茶色 検出する,3969
110001372,14,7,検出する, , ,砂, , ,フィルタ表面の異物観察, ,フィルタ表面の異物観察 検出する,3969
110001372,14,7,検出する, , ,砂, , ,茶色, ,砂 茶色 検出する,3969
110001372,14,10,高い, , ,汚染度, , , , ,鉄錆 検出する,3969
110001372,14,16,考える, , , , , , ,摩耗,値 考える,3969
110001372,14,16,考える, , , , , , ,スラッジ,スラッジ なる,3969
110001372,14,16,考える, , , , , , ,外部混入異物の影響,外部混入異物 考える,3969
110001372,15,5,良好, , ,全酸価, ,粘度, , ,全酸価 水分 良好,3970
110001372,15,5,良好, , ,全酸価, ,酸化安定度, , ,酸化安定度 良好,3970
110001372,15,5,良好, , ,有機物・有機化合物のデータ, ,粘度, , ,有機物・有機化合物 ．粘度 良好,3970
110001372,15,5,良好, , ,有機物・有機化合物のデータ, ,酸化安定度, , ,有機物・有機化合物のデータ ・粘度 良好,3970
110001372,16,4,ある, , , , ,潤滑油, , ,有機物・有機化合物のデータ 軸受 ある,3970
110001372,16,4,ある, , , , ,減速機, , ,有機物・有機化合物のデータ 軸受 ある,3970
110001372,16,4,ある, , , , ,継続使用可能な状態, , ,有機物・有機化合物のデータ 潤滑油 ある,3970
110001372,19,5,計算する, , ,バックラッシの増加量, , , , ,バックラッシ 計算する,3971
110001372,21,1,係る, , , , , , ,分析結果特性低下特性低下,分析結果特性低下特性低下 係る,3972
110001372,22,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,3972
110001372,23,4,異なる, , ,初期値, , , , ,初期値 異なる,3973
110001372,23,8,設定する, , ,統一した管理基準, , , , ,統一した管理基準 設定する,3973
110001372,23,13,設定する, , ,管理限界値, , , , ,管理限界値 設定する,3973
110001372,28,1,係る, , , , ,汚染, , ,摩耗 係る,3974
110001372,28,7,上昇する, , ,汚染粒子数, , , , ,汚染粒子数 汚染 高い,3974
110001372,28,7,上昇する, , ,当社推奨の管理限界値, , , , ,当社推奨の管理限界値 到達する,3974
110001372,30,5,上昇する, , ,当社推奨の管理限界値のNAS級, , , , ,当社推奨の管理限界値 上昇する,3975
110001372,32,5,良好, , ,潤滑状態, , , , ,潤滑状態 良好,3976
110001372,32,11,発生する, , , , , ,異物の切削作用, ,異物の切削作用 発生する,3976
110001372,32,17,発生する,金属潤滑部, , , , , , ,金属潤滑部 発生する,3976
110001372,32,20,受ける, , ,繰返し応力, , , , ,繰返し応力 受ける,3976
110001372,32,25,なる, , , , , , ,高温,高温 なる,3976
110001372,32,27,発生する, , , , , ,潤滑状態, ,潤滑状態 厳しい,3976
